#Sample Identifier	Patient Identifier	Tissue Supergroup	Metastatic Tissue Site	Primary Tissue Site	Oncotree Code	Freeze Media	Final Analysis Set	CCLE ID	Sanger ID	Cancer Type	Cancer Type Detailed	Somatic Status	DepMap ID
#Sample identifier	Patient identifier	Sample tissue supergroup	Metastatic tissue site	Primary tissue site	Oncotree code	Cell line freeze media	Indicates if the sample was included in the final analysis set	CCLE ID 	Sanger ID	Cancer Type	Cancer Type Detailed	Somatic status 	DepMap ID mapping for cell lines included in the DepMap CCLE study 
#STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
#1	0	0	1	1	1	0	1	0	0	1	1	1	0
SAMPLE_ID	PATIENT_ID	TISSUE_SUPERGROUP	METASTATIC_SITE	PRIMARY_SITE	ONCOTREE_CODE	FREEZE_MEDIA	ANALYSIS_SET	CCLE_ID	SANGER_ID	CANCER_TYPE	CANCER_TYPE_DETAILED	SOMATIC_STATUS	SAMPLE_DISPLAY_NAME
S-OVCA-420	P-OVCA-420	Ovary	NA	Ovary	OOVC	90% FBS; 10% DMSO	True	NA	NA	Ovarian Cancer	Ovarian Cancer, Other	Matched	
S-OvCA-429	P-OvCA-429	Ovary	NA	Ovary	OOVC	Complete growth medium, 90%; DMSO, 10%	False	NA	NA	Ovarian Cancer	Ovarian Cancer, Other	Matched	
S-OvCA-432	P-OvCA-432	Ovary	NA	Ovary	OOVC	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Ovarian Cancer	Ovarian Cancer, Other	Matched	
S-OVCAR-4	P-OVCAR-4	Ovary	NA	Ovary	OOVC	Complete growth medium, 90%; DMSO, 10%	True	OVCAR-4	OVCAR-4	Ovarian Cancer	Ovarian Cancer, Other	Matched	OVCAR4_OVARY
S-OVCAR-5	P-OVCAR-5	Ovary	NA	Ovary	OOVC	Complete growth medium, 90%; DMSO, 10%	True	NA	OVCAR-5	Ovarian Cancer	Ovarian Cancer, Other	Matched	
S-OVCAR-8	P-OVCAR-8	Ovary	NA	Ovary	OOVC	90% FBS; 10%DMSO	True	OVCAR-8	OVCAR-8	Ovarian Cancer	Ovarian Cancer, Other	Matched	OVCAR8_OVARY
S-OVCAR433	P-OVCAR433	Ovary	NA	Ovary	OOVC	FBS, 90%; DMSO, 10%	True	NA	NA	Ovarian Cancer	Ovarian Cancer, Other	Matched	
S-OVISE	P-OVISE	Ovary	NA	Ovary	CCOV	Complete growth medium, 90%; DMSO, 10%	True	OVISE	NA	Ovarian Cancer	Clear Cell Ovarian Cancer	Matched	OVISE_OVARY
S-OVKATE	P-OVKATE	Ovary	NA	Ovary	SOC	Complete growth medium, 90%; DMSO, 10%	True	OVKATE	NA	Ovarian Cancer	Serous Ovarian Cancer	Matched	OVKATE_OVARY
S-OVMANA	P-OVMANA	Ovary	NA	Ovary	CCOV	Complete growth medium, 90%; DMSO, 10%	True	OVMANA	NA	Ovarian Cancer	Clear Cell Ovarian Cancer	Matched	OVMANA_OVARY
S-OVSAHO	P-OVSAHO	Ovary	NA	Ovary	SOC	Complete growth medium, 90%; DMSO, 10%	True	OVSAHO	NA	Ovarian Cancer	Serous Ovarian Cancer	Matched	OVSAHO_OVARY
S-OVTOKO	P-OVTOKO	Ovary	NA	Ovary	CCOV	Complete growth medium, 90%; DMSO, 10%	True	OVTOKO	NA	Ovarian Cancer	Clear Cell Ovarian Cancer	Matched	OVTOKO_OVARY
S-PA-1	P-PA-1	Ovary	NA	Ovary	OOVC	Complete growth medium, 90%; DMSO, 10%	True	NA	PA-1	Ovarian Cancer	Ovarian Cancer, Other	Matched	
S-PA-TU-8902	P-PA-TU-8902	Pancreas	NA	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	True	PA-TU-8902	NA	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	PATU8902_PANCREAS
S-PA-TU-8988S	P-PA-TU-8988S	Pancreas	NA	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	False	PA-TU-8988S	NA	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	PATU8988S_PANCREAS
S-PA-TU-8988T	P-PA-TU-8988T	Pancreas	NA	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	True	PA-TU-8988T	NA	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	PATU8988T_PANCREAS
S-Panc-02-03	P-Panc-02-03	Pancreas	NA	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	True	Panc 02.03	NA	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	PANC0203_PANCREAS
S-Panc-03-27	P-Panc-03-27	Pancreas	NA	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	True	Panc 03.27	PANC-03-27	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	PANC0327_PANCREAS
S-Panc-04-03	P-Panc-04-03	Pancreas	NA	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	True	Panc 04.03	NA	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	PANC0403_PANCREAS
S-Panc-05-04	P-Panc-05-04	Pancreas	NA	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	True	Panc 05.04	NA	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	PANC0504_PANCREAS
S-Panc-08-13	P-Panc-08-13	Pancreas	NA	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	True	Panc 08.13	PANC-08-13	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	PANC0813_PANCREAS
S-PANC-1	P-PANC-1	Pancreas	Soft Tissue	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	True	PANC-1	NA	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	PANC1_PANCREAS
S-PC-3	P-PC-3	Other	NA	Prostate	PRAD	Complete growth medium, 90%; DMSO, 10%	True	PC-3	PC-3	Prostate Cancer	Prostate Adenocarcinoma	Matched	PC3_PROSTATE
S-PE-CA-PJ15	P-PE-CA-PJ15	Head-Neck	NA	Tongue	HNSC	Complete growth medium, 90%; DMSO, 10%	True	PE/CA-PJ15	NA	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	Matched	PECAPJ15_UPPER_AERODIGESTIVE_TRACT
S-PE01	P-PE01	Ovary	NA	Ovary	OOVC	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Ovarian Cancer	Ovarian Cancer, Other	Matched	
S-Pfeiffer	P-Pfeiffer	Lymphoid	NA	Blood	HL	NA	True	Pfeiffer	NA	Hodgkin Lymphoma	Hodgkin Lymphoma	Matched	PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-PK-45H	P-PK-45H	Pancreas	NA	Pancreas	PANCREAS	Complete growth medium, 90%; DMSO, 10%	False	PK-45H	NA	Pancreatic Cancer	Pancreas	Matched	PK45H_PANCREAS
S-PK-45P	P-PK-45P	Pancreas	NA	Pancreas	PANCREAS	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Pancreatic Cancer	Pancreas	Matched	
S-PK-59	P-PK-59	Pancreas	NA	Pancreas	PANCREAS	Complete growth medium, 90%; DMSO, 10%	True	PK-59	NA	Pancreatic Cancer	Pancreas	Matched	PK59_PANCREAS
S-PK-8	P-PK-8	Pancreas	NA	Pancreas	PANCREAS	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Pancreatic Cancer	Pancreas	Matched	
S-PL-21	P-PL-21	Lymphoid	NA	Blood	LNM	Complete growth medium, 90%; DMSO, 10%	True	PL-21	NA	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-PL45	P-PL45	Pancreas	NA	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	True	PL45	NA	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	PL45_PANCREAS
S-PLC-PRF-5	P-PLC-PRF-5	Liver	NA	Liver	HCC	Complete growth medium, 90%; DMSO, 10%	True	PLC/PRF/5	PLC-PRF-5	Hepatobiliary Cancer	Hepatocellular Carcinoma	Matched	PLCPRF5_LIVER
S-PSN1	P-PSN1	Pancreas	NA	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	False	PSN1	PSN1	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	PSN1_PANCREAS
S-QGP-1	P-QGP-1	Pancreas	NA	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	True	QGP-1	NA	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	QGP1_PANCREAS
S-RAJI	P-RAJI	Lymphoid	NA	Blood	BL	Complete growth medium, 90%; DMSO, 10%	True	Raji	Raji	Mature B-Cell Neoplasms	Burkitt Lymphoma	Matched	RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-RAMOS	P-RAMOS	Lymphoid	NA	Blood	BL	Complete growth media, 90%; DMSO, 10%	True	NA	NA	Mature B-Cell Neoplasms	Burkitt Lymphoma	Matched	
S-RC-K8	P-RC-K8	Lymphoid	NA	Blood	MBN	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	
S-RCM-1	P-RCM-1	Colo-Rectal	NA	Colon	COAD	Complete growth medium, 90%; DMSO, 10%	True	RCM-1	RCM-1	Colorectal Cancer	Colon Adenocarcinoma	Matched	RCM1_LARGE_INTESTINE
S-REC-1	P-REC-1	Lymphoid	NA	Lymph Node	MBN	70% RPMI, 20% HI FBS, 10% DMSO	True	REC-1	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-RERF-GC-1B	P-RERF-GC-1B	Stomach	NA	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	RERF-GC-1B	NA	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	RERFGC1B_STOMACH
S-RERF-LC-KJ	P-RERF-LC-KJ	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	RERF-LC-KJ	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	RERFLCKJ_LUNG
S-RERF-LC-MS	P-RERF-LC-MS	Lung	NA	Lung	NSCLC	Complete growth medium, 90%; DMSO, 10%	True	RERF-LC-MS	RERF-LC-MS	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	Matched	RERFLCMS_LUNG
S-RERF-LC-OK	P-RERF-LC-OK	Lung	NA	Lung	LUAD	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	Matched	
S-RI-1	P-RI-1	Lymphoid	NA	Lymph Node	MBN	RPMI-1640, 20% HI FBS, 10% DMSO	True	RI-1	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-RKN	P-RKN	Ovary	NA	Ovary	LMS	Complete growth medium, 90%; DMSO, 10%	True	RKN	NA	Soft Tissue Sarcoma	Leiomyosarcoma	Matched	RKN_SOFT_TISSUE
S-RKO	P-RKO	Colo-Rectal	NA	Colon	COAD	90% FBS; 10% DMSO	True	RKO	RKO	Colorectal Cancer	Colon Adenocarcinoma	Matched	RKO_LARGE_INTESTINE
S-RKO-E6	P-RKO-E6	Colo-Rectal	NA	Colon	COAD	Complete growth medium, 90%; DMSO, 10%	False	NA	NA	Colorectal Cancer	Colon Adenocarcinoma	Matched	
S-RL	P-RL	Lymphoid	NA	Lymph Node	MBN	RPMI 1640, 20% HI FBS, 10% DMSO	True	RL	RL	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-RMG-I	P-RMG-I	Ovary	NA	Ovary	OOVC	Complete growth medium, 90%; DMSO, 10%	True	RMG-I	RMG-I	Ovarian Cancer	Ovarian Cancer, Other	Matched	RMGI_OVARY
S-RMUG-S	P-RMUG-S	Ovary	NA	Ovary	OOVC	Complete growth medium, 90%; DMSO, 10%	True	RMUG-S	NA	Ovarian Cancer	Ovarian Cancer, Other	Matched	RMUGS_OVARY
S-RPMI2650	P-RPMI2650	Colo-Rectal	NA	Septum	COADREAD	Complete growth medium, 90%; DMSO, 10%	True	NA	RPMI-2650	Colorectal Cancer	Colorectal Adenocarcinoma	Matched	
S-RPMI8226	P-RPMI8226	Lymphoid	NA	Blood	PCM	Complete growth medium, 90%; DMSO, 10%	True	RPMI 8226	RPMI-8226	Mature B-Cell Neoplasms	Plasma Cell Myeloma	Matched	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-RPMI-7951	P-RPMI-7951	Skin	NA	Skin	MEL	Complete growth medium, 90%; DMSO, 10%	True	RPMI-7951	RPMI-7951	Melanoma	Melanoma	Matched	RPMI7951_SKIN
S-RT-112	P-RT-112	Urinary Bladder	NA	Urinary Bladder	BLCA	Complete growth medium, 90%; DMSO, 10%	True	RT-112	RT-112	Bladder Cancer	Bladder Urothelial Carcinoma	Matched	RT112_URINARY_TRACT
S-RT4	P-RT4	Urinary Bladder	NA	Urinary Bladder	BLCA	Complete growth medium, 90%; DMSO, 10%	True	RT4	NA	Bladder Cancer	Bladder Urothelial Carcinoma	Matched	RT4_URINARY_TRACT
S-SC-1	P-SC-1	Lymphoid	NA	Lymph Node	MBN	Complete growth media, 90%; DMSO, 10%	True	NA	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	
S-SCC-15	P-SCC-15	Head-Neck	NA	Tongue	HNSC	Complete growth medium, 90%; DMSO, 10%	True	SCC-15	SCC-15	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	Matched	SCC15_UPPER_AERODIGESTIVE_TRACT
S-SCC-25	P-SCC-25	Head-Neck	NA	Tongue	HNSC	Complete growth medium, 90%; DMSO, 10%	True	SCC-25	SCC-25	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	Matched	SCC25_UPPER_AERODIGESTIVE_TRACT
S-SCC-3	P-SCC-3	Lymphoid	NA	Blood	NHL	Complete growth media, 90%; DMSO, 10%	True	NA	SCC-3	Non-Hodgkin Lymphoma	Non-Hodgkin Lymphoma	Matched	
S-SCC-9	P-SCC-9	Head-Neck	NA	Tongue	HNSC	Complete growth medium, 90%; DMSO, 10%	True	SCC-9	SCC-9	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	Matched	SCC9_UPPER_AERODIGESTIVE_TRACT
S-SCLC-21H	P-SCLC-21H	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	False	SCLC-21H	SCLC-21H	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	SCLC21H_LUNG
S-SCLC-22H	P-SCLC-22H	Lung	NA	Lung	SCLC	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	Matched	
S-SET-2	P-SET-2	Lymphoid	NA	Blood	LNM	Complete growth medium, 90%; DMSO, 10%	True	Set-2	NA	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-SF268	P-SF268	Brain	NA	Brain	GNOS	90% FBS; 10% DMSO	True	NA	SF268	Glioma	Glioma, NOS	Matched	
S-SF539	P-SF539	Brain	NA	Brain	GNOS	90% FBS; 10% DMSO	True	NA	SF539	Glioma	Glioma, NOS	Matched	
S-SIG-M5	P-SIG-M5	Lymphoid	NA	Blood	LNM	Complete growth medium, 90%; DMSO, 10%	True	SIG-M5	NA	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-SiHa	P-SiHa	Cervix	NA	Cervix	CESC	Complete growth medium, 90%; DMSO, 10%	True	NA	SiHa	Cervical Cancer	Cervical Squamous Cell Carcinoma	Matched	
S-SJCRH30	P-SJCRH30	Sarcomatoid	NA	Skeletal Muscle	RMS	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Soft Tissue Sarcoma	Rhabdomyosarcoma	Matched	
S-SK-BR-3	P-SK-BR-3	Breast	NA	Breast	BRCA	Complete growth medium, 90%; DMSO, 10%	True	SK-BR-3	NA	Breast Cancer	Invasive Breast Carcinoma	Matched	SKBR3_BREAST
S-SK-CO-1	P-SK-CO-1	Colo-Rectal	NA	Colon	COAD	90% FBS, 10% DMSO	True	SK-CO-1	SK-CO-1	Colorectal Cancer	Colon Adenocarcinoma	Matched	SKCO1_LARGE_INTESTINE
S-SK-MEL-1	P-SK-MEL-1	Skin	Lymphatic Tissue	Skin	MEL	Complete growth medium, 90%; DMSO, 10%	True	SK-MEL-1	NA	Melanoma	Melanoma	Matched	SKMEL1_SKIN
S-SK-MEL-2	P-SK-MEL-2	Skin	NA	Skin	MEL	Complete growth medium, 90%; DMSO, 10%	True	SK-MEL-2	SK-MEL-2	Melanoma	Melanoma	Matched	SKMEL2_SKIN
S-SK-MEL-24	P-SK-MEL-24	Skin	Lymph Node	Skin	MEL	Complete growth medium, 90%; DMSO, 10%	True	SK-MEL-24	SK-MEL-24	Melanoma	Melanoma	Matched	SKMEL24_SKIN
S-SK-MEL-28	P-SK-MEL-28	Skin	NA	Skin	MEL	Complete growth medium, 90%; DMSO, 10%	True	SK-MEL-28	SK-MEL-28	Melanoma	Melanoma	Matched	SKMEL28_SKIN
S-SK-MEL-3	P-SK-MEL-3	Skin	NA	Skin	MEL	Complete growth medium, 90%; DMSO, 10%	True	SK-MEL-3	SK-MEL-3	Melanoma	Melanoma	Matched	SKMEL3_SKIN
S-SK-MEL-30	P-SK-MEL-30	Skin	NA	Skin	MEL	Complete growth medium, 90%; DMSO, 10%	True	SK-MEL-30	SK-MEL-30	Melanoma	Melanoma	Matched	SKMEL30_SKIN
S-SK-MEL-31	P-SK-MEL-31	Skin	NA	Skin	MEL	Complete growth medium, 90%; DMSO, 10%	True	SK-MEL-31	NA	Melanoma	Melanoma	Matched	SKMEL31_SKIN
S-SK-MEL-5	P-SK-MEL-5	Skin	NA	Skin	MEL	NA	True	SK-MEL-5	SK-MEL-5	Melanoma	Melanoma	Matched	SKMEL5_SKIN
S-SK-MES-1	P-SK-MES-1	Lung	Effusion, Pleural	Lung	LUSC	Complete growth medium, 90%; DMSO, 10%	True	SK-MES-1	SK-MES-1	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	Matched	SKMES1_LUNG
S-SK-MM-2	P-SK-MM-2	Lymphoid		Blood	LNM	Complete growth medium, 90%; DMSO, 10%	True	SK-MM-2	SK-MM-2	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-SK-N-AS	P-SK-N-AS	Brain	NA	Brain	NBL	Complete growth medium, 90%; DMSO, 10%	True	SK-N-AS	SK-N-AS	Peripheral Nervous System	Neuroblastoma	Matched	SKNAS_AUTONOMIC_GANGLIA
S-SK-N-DZ	P-SK-N-DZ	Brain	NA	Brain	NBL	Complete growth medium, 90%; DMSO, 10%	True	SK-N-DZ	SK-N-DZ	Peripheral Nervous System	Neuroblastoma	Matched	SKNDZ_AUTONOMIC_GANGLIA
S-SK-N-FI	P-SK-N-FI	Brain	NA	Brain	NBL	Complete growth medium, 90%; DMSO, 10%	True	SK-N-FI	SK-N-FI	Peripheral Nervous System	Neuroblastoma	Matched	SKNFI_AUTONOMIC_GANGLIA
S-SK-N-SH	P-SK-N-SH	Brain	NA	Brain	NBL	Complete growth medium, 90%; DMSO, 10%	True	SK-N-SH	NA	Peripheral Nervous System	Neuroblastoma	Matched	SKNSH_AUTONOMIC_GANGLIA
S-SK-OV-3	P-SK-OV-3	Ovary	NA	Ovary	OOVC	Complete growth medium, 90%; DMSO, 10%	True	SK-OV-3	SK-OV-3	Ovarian Cancer	Ovarian Cancer, Other	Matched	SKOV3_OVARY
S-SK23	P-SK23	Skin	NA	Skin	MEL	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Melanoma	Melanoma	Matched	
S-SKM-1	P-SKM-1	Lymphoid	NA	Blood	MNM	Complete growth medium, 90%; DMSO, 10%	True	SKM-1	SKM-1	Blood Cancer, NOS	Myeloid Neoplasm	Matched	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-SNU-1	P-SNU-1	Stomach	NA	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	SNU-1	NCI-SNU-1	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	SNU1_STOMACH
S-SNU-16	P-SNU-16	Stomach	Ascites	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	SNU-16	NCI-SNU-16	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	SNU16_STOMACH
S-SNU-182	P-SNU-182	Liver	NA	Liver	HCC	Complete growth medium, 90%; DMSO, 10%	True	SNU-182	NA	Hepatobiliary Cancer	Hepatocellular Carcinoma	Matched	SNU182_LIVER
S-SNU-216	P-SNU-216	Stomach	Lymph Node	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	SNU-216	NA	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	SNU216_STOMACH
S-SNU-387	P-SNU-387	Liver	NA	Liver	HCC	Complete growth medium, 90%; DMSO, 10%	True	SNU-387	SNU-387	Hepatobiliary Cancer	Hepatocellular Carcinoma	Matched	SNU387_LIVER
S-SNU-398	P-SNU-398	Liver	NA	Liver	HCC	Complete growth medium, 90%; DMSO, 10%	True	SNU-398	NA	Hepatobiliary Cancer	Hepatocellular Carcinoma	Matched	SNU398_LIVER
S-SNU-423	P-SNU-423	Liver	NA	Liver	HCC	Complete growth medium, 90%; DMSO, 10%	True	SNU-423	SNU-423	Hepatobiliary Cancer	Hepatocellular Carcinoma	Matched	SNU423_LIVER
S-SNU-449	P-SNU-449	Liver	NA	Liver	HCC	Complete growth medium, 90%; DMSO, 10%	True	SNU-449	SNU-449	Hepatobiliary Cancer	Hepatocellular Carcinoma	Matched	SNU449_LIVER
S-SNU-475	P-SNU-475	Liver	NA	Liver	HCC	Complete growth medium, 90%; DMSO, 10%	True	SNU-475	SNU-475	Hepatobiliary Cancer	Hepatocellular Carcinoma	Matched	SNU475_LIVER
S-SNU-484	P-SNU-484	Stomach	NA	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	
S-SNU-5	P-SNU-5	Stomach	NA	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	SNU-5	NCI-SNU-5	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	SNU5_STOMACH
S-SNU-601	P-SNU-601	Stomach	Ascites	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	SNU-601	NA	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	SNU601_STOMACH
S-SNU-620	P-SNU-620	Stomach	Ascites	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	SNU-620	NA	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	SNU620_STOMACH
S-SNU-638	P-SNU-638	Stomach	Ascites	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	
S-SNU-668	P-SNU-668	Stomach	Ascites	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	SNU-668	NA	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	SNU668_STOMACH
S-SNU-719	P-SNU-719	Stomach	NA	Stomach	STAD	Complete growth medium, 90%; DMSO, 10%	True	SNU-719	NA	Esophagogastric Cancer	Stomach Adenocarcinoma	Matched	SNU719_STOMACH
S-SNU-C1	P-SNU-C1	Colo-Rectal	NA	Colon	COAD	Complete growth medium, 90%; DMSO, 10%	True	SNU-C1	SNU-C1	Colorectal Cancer	Colon Adenocarcinoma	Matched	SNUC1_LARGE_INTESTINE
S-SR	P-SR	Lymphoid	NA	Lymph Node	LNM	RPMI, 20% FBS, 10% DMSO	True	SR-786	SR	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-SR-786	P-SR-786	Lymphoid	NA	Blood	LNM	NA	False	SR-786	SR	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-SU-DHL-1	P-SU-DHL-1	Lymphoid	NA	Lymph Node	NHL	Complete growth medium, 90%; DMSO, 10%	True	SU-DHL-1	SU-DHL-1	Non-Hodgkin Lymphoma	Non-Hodgkin Lymphoma	Matched	SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-SU-DHL-10	P-SU-DHL-10	Other	NA	Pleura	MBN	Complete growth medium, 90%; DMSO, 10%	True	SU-DHL-10	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-SU-DHL-16	P-SU-DHL-16	Lymphoid	NA	Lymph Node	MBN	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	
S-SU-DHL-4	P-SU-DHL-4	Lymphoid	NA	Lymph Node	MBN	Complete growth medium, 90%; DMSO, 10%	True	SU-DHL-4	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-SU-DHL-5	P-SU-DHL-5	Lymphoid	NA	Lymph Node	MBN	Complete growth media, 90%; DMSO, 10%	True	SU-DHL-5	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-SU-DHL-6	P-SU-DHL-6	Lymphoid	NA	Lymph Node	LNM	HI FBS, 90%; DMSO, 10%	True	SU-DHL-6	NA	Lymphatic Cancer, NOS	Lymphoid Neoplasm	Matched	SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-SU-DHL-8	P-SU-DHL-8	Lymphoid	NA	Lymph Node	MBN	RPMI-1640, 20% HI FBS, 10% DMSO	True	SU-DHL-8	NA	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	Matched	SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
S-SU-86-86	P-SU-86-86	Pancreas	NA	Pancreas	PAAD	90% FBS; 10% DMSO	True	SU.86.86	NA	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	SU8686_PANCREAS
S-SUIT-2	P-SUIT-2	Pancreas	NA	Pancreas	PAAD	Complete growth medium, 90%; DMSO, 10%	True	SUIT-2	NA	Pancreatic Cancer	Pancreatic Adenocarcinoma	Matched	SUIT2_PANCREAS
S-SUM-1315M02	P-SUM-1315M02	Breast	NA	Breast	DCIS	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Breast Cancer	Breast Ductal Carcinoma In Situ	Matched	
S-SUM-149PT	P-SUM-149PT	Breast	NA	Breast	DCIS	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Breast Cancer	Breast Ductal Carcinoma In Situ	Matched	
S-SUM-159PT	P-SUM-159PT	Breast	NA	Breast	BRCA	Complete growth medium, 90%; DMSO, 10%	True	NA	NA	Breast Cancer	Invasive Breast Carcinoma	Matched	
S-SUM-229PE	P-SUM-229PE	Breast	Pleura	Breast	BRCA	Complete growth medium, 90%; DMSO, 10%	False	NA	NA	Breast Cancer	Invasive Breast Carcinoma	Matched	
