NORMALIZED_COLUMN_HEADER	DISPLAY_NAME	DESCRIPTIONS	DATATYPE	ATTRIBUTE_TYPE	PRIORITY	CATEGORY	VOCABULARY	COLOR	FLAG
BIOPSY_AT_PROGRESSION	Biopsy at Progression	Biopsy at Progression	STRING	SAMPLE	1				
BIOPSY_FROM_IRRADIATED_SITE	Biopsy From Irradiated Site	Biopsy From Irradiated Site	STRING	PATIENT	1				
BIOPSY_GLEASON_SCORE	BIOPSY GLEASON SCORE	BIOPSY GLEASON SCORE	STRING	SAMPLE	1				
BIOPSY_GLEASON_SCORE_1	BIOPSY GLEASON SCORE 1	BIOPSY GLEASON SCORE 1	STRING	SAMPLE	1				
BIOPSY_GLEASON_SCORE_2	BIOPSY GLEASON SCORE 2	BIOPSY GLEASON SCORE 2	STRING	SAMPLE	1				
BIOPSY_OBTAINED	Biopsy Obtained at MSK or OSH	Biopsy Obtained at MSK or OSH	STRING	SAMPLE	1				
BIOPSY_PRE_OR_POST_IPI	Biopsy pre or post IPI	Biopsy pre or post IPI	STRING	PATIENT	1				
BIOPSY_PROCEDURE	Biopsy Procedure	Biopsy procedure.	STRING	PATIENT	1				
BIOPSY_TIME	Biopsy Time	Biopsy Time	STRING	SAMPLE	1				
BIRTH_COUNTRY	Birth Country	Birth Country	STRING	PATIENT	1				
BIRTH_YEAR	Year of Birth	Year of Birth	NUMBER	PATIENT	1				
BKM120_DOSAGE	BKM120 Dosage (mg)	BKM120 Dosage (mg)	STRING	PATIENT	1				
BLADDER_GROUP_GRADE	Bladder Group Grade	Bladder Group Grade	STRING	SAMPLE	1				
BLADDER_GROUP_METASTASIS_STAGE	Bladder Group Metastasis Stage	Bladder Group Metastasis Stage	STRING	SAMPLE	1				
BLADDER_GROUP_NODE_STAGE	Bladder Group Node Stage	Bladder Group Node Stage	STRING	SAMPLE	1				
BLADDER_GROUP_STAGE	Bladder Group Stage	Bladder Group Stage	STRING	SAMPLE	1				
BLADDER_MIBC_CHEMO_TYPE	Bladder MIBC Chemo Type	Bladder MIBC Chemo Type	STRING	SAMPLE	1				
BLADDER_MIBC_NO_CHEMO_PROGRESSIVE	Bladder MIBC No Chemo Progressive	Bladder MIBC No Chemo Progressive	STRING	SAMPLE	1				
BLADDER_MIBC_NO_CHEMO_PROGRESSIVEPRIOR_BCG	Bladder MIBC No Chemo Progressiveprior Bcg	Bladder MIBC No Chemo Progressiveprior Bcg	STRING	SAMPLE	1				
BLADDER_MIBC_OR_NON_MIBC	Bladder MIBC Or Non-MIBC	Bladder MIBC Or Non-MIBC	STRING	SAMPLE	1				
BLADDER_MIBC_PRIOR_INTRAVESICAL_CHEMOTHERAPY	Bladder MIBC Prior Intravesical Chemotherapy	Bladder MIBC Prior Intravesical Chemotherapy	STRING	SAMPLE	1				
BLADDER_MIBC_PROGRESSIVE	Bladder MIBC Progressivemibc	Bladder MIBC Progressivemibc	STRING	SAMPLE	1				
BLADDER_MIBC_SPECIMEN_CHEMOTHERAPY_STATUS	Bladder MIBC Specimen Chemotherapy Status	Bladder MIBC Specimen Chemotherapy Status	STRING	SAMPLE	1				
BLADDER_NECK_INVASION	Bladder Neck Invasion	Bladder neck invasion	STRING	PATIENT	1				
BLADDER_NMIBC_ADJUVANT_BCG	Bladder NMIBC Adjuvant Bcg	Bladder NMIBC Adjuvant Bcg	STRING	SAMPLE	1				
BLADDER_NMIBC_ADJUVANT_MITOMYCIN	Bladder NMIBC Adjuvant Mitomycin	Bladder NMIBC Adjuvant Mitomycin	STRING	SAMPLE	1				
BLADDER_NMIBC_CIS	Bladder NMIBC Cis	Bladder NMIBC Cis	STRING	SAMPLE	1				
BLADDER_NMIBC_CYSTO_FUPTIME	Bladder NMIBC Cysto Followup Time	Bladder NMIBC Cysto Followup Time	NUMBER	SAMPLE	1				
BLADDER_NMIBC_ESTIMATED_TUMOR_SIZE	Bladder NMIBC Estimated Tumor Size	Bladder NMIBC Estimated Tumor Size	STRING	SAMPLE	1				
BLADDER_NMIBC_GROUP	Bladder NMIBC Group	Bladder NMIBC Group	STRING	SAMPLE	1				
BLADDER_NMIBC_HIGH_GRADE_NED_AT_24_MONTHS	Bladder NMIBC High Grade Ned At 24 Months	Bladder NMIBC High Grade Ned At 24 Months	STRING	SAMPLE	1				
BLADDER_NMIBC_HIGH_GRADE_RECURRENCE	Bladder NMIBC High Grade Recurrence	Bladder NMIBC High Grade Recurrence	STRING	SAMPLE	1				
BLADDER_NMIBC_HIGH_GRADE_RECURR_TIME	Bladder NMIBC High Grade Recurrence Time	Bladder NMIBC High Grade Recurrence Time	NUMBER	SAMPLE	1				
BLADDER_NMIBC_NED_AT_24_MONTHS	Bladder NMIBC Ned At 24 Months	Bladder NMIBC Ned At 24 Months	STRING	SAMPLE	1				
BLADDER_NMIBC_RECURRENCE	Bladder NMIBC Recurrence	Bladder NMIBC Recurrence	STRING	SAMPLE	1				
BLADDER_NMIBC_TCGA_SMOKING_CATEGORY	Bladder NMIBC Tcga Smoking Category	Bladder NMIBC Tcga Smoking Category	STRING	SAMPLE	1				
BLADDER_NMIBC_TIME_TO_RECURRENCE	Bladder NMIBC Time To Recurrence	Bladder NMIBC Time To Recurrence	NUMBER	SAMPLE	1				
BLADDER_NMIBC_TUMOR_NUMBER	Bladder NMIBC Tumor Number	Bladder NMIBC Tumor Number	STRING	SAMPLE	1				
BLAST_COUNT	Blast Count	Blast Count	NUMBER	SAMPLE	1				
BLAST_PERCENT_CBC	BLAST Percentage (CBC)	BLAST Percentage (CBC)	STRING	PATIENT	1				
BLEEDING_WEEKS	Bleeding (Weeks)	Bleeding (Weeks)	NUMBER	PATIENT	1				
BLOCK	Block	Block.	NUMBER	SAMPLE	1				
BLOCK_ACCESSION	block accession	block accession	STRING	PATIENT	1				
BLOCK_ID	BLOCK ID	BLOCK ID	STRING	SAMPLE	1				
BLOOD_COLLECTION	Blood collection	Blood collection	STRING	PATIENT	1				
BMI	BMI	Body Mass Index	NUMBER	PATIENT	1				
BMI_CATEGORY	BMI Category	BMI Category	STRING	PATIENT	1				
BM_BLAST_PERCENTAGE	Bone Marrow Blast Percentage	Bone marrow blast percentage.	STRING	PATIENT	1				
BM_DAY_15	Bone Marrow Blasts Day 15	Bone Marrow Blasts Day 15	NUMBER	PATIENT	1				
BM_DAY_29	Bone Marrow Blasts Day 29	Bone Marrow Blasts Day 29	NUMBER	PATIENT	1				
BM_DAY_43	Bone Marrow Blasts Day 43	Bone Marrow Blasts Day 43	NUMBER	PATIENT	1				
BM_DAY_8	Bone Marrow Blasts Day 8	Bone Marrow Blasts Day 8	NUMBER	PATIENT	1				
BONE_MARROW_BIOPSY_PERFORMED	Bone Marrow Biopsy Performed	Bone Marrow Biopsy Performed	STRING	SAMPLE	1				
BONE_MARROW_INVOLVEMENT	Bone Marrow Involvement	Bone Marrow Involvement	STRING	SAMPLE	1				
BONE_MARROW_LEUKEMIC_BLAST_PERCENTAGE	Bone Marrow Leukemic Blast Percentage	Bone marrow leukemic percentage.	NUMBER	PATIENT	1				
BONE_MARROW_SAMPLE_HISTOLOGY	Bone Marrow Sample Histology	Bone Marrow Sample Histology	STRING	SAMPLE	1				
BONE_MARROW_SITE_OF_RELAPSE	Bone Marrow Site of Relapse	Bone Marrow Site of Relapse	STRING	SAMPLE	1				
BONE_SCAN_RESULT	Bone Scan Result	Bone scan result.	STRING	PATIENT	1				
BORBORYGMI_WEEKS	Borborygmi (Weeks)	Borborygmi (Weeks)	NUMBER	PATIENT	1				
BORR	BORR	BORR	STRING	PATIENT	1				
BORRMANN_CLASSIFICATION	Borrmann classification	Borrmann classification	STRING	PATIENT	1				
BOWEL_HABITS_CHANGE_WEEKS	Bowel Habits Change (Weeks)	Bowel Habits Change (Weeks)	NUMBER	PATIENT	1				
BRAC2_GERMLINE	BRAC2 GERMLINE	BRAC2 GERMLINE	STRING	SAMPLE	1				
BRACHYTHERAPY_TOTAL_DOSE_POINT_A	Brachytherapy first reference point administered total dose	Brachytherapy first reference point administered total dose	STRING	PATIENT	1				
BRACHYTHERAPY_TYPE	Brachytherapy Type	Brachytherapy Type	STRING	SAMPLE	1				
BRACHYTHERAPY_TYPE_OTHER	Brachytherapy Type Other	Brachytherapy Type Other	STRING	SAMPLE	1				
BRAFV600E_RAF_CLASS	BRAFV600E RAF Class	BRAFV600E RAF Class	NUMBER	SAMPLE	1				
BRAFV600E_RAF_SCORE	BRAFV600E RAF Score	BRAFV600E RAF Score	NUMBER	SAMPLE	1				
BRAFV600E_RAS	BRAF600E mutation vs. RAS mutation sample	BRAF600E mutation vs. RAS mutation sample	STRING	SAMPLE	1				
BRAF_FUSION	BRAF Fusion	BRAF Fusion	STRING	SAMPLE	1				
BRAF_GENE_ANALYSIS_INDICATOR	BRAF Gene Analysis Indicator	BRAF Gene Analysis Indicator	STRING	SAMPLE	1				
BRAF_GENE_ANALYSIS_RESULT	BRAF Gene Analysis Result	BRAF Gene Analysis Result	STRING	SAMPLE	1				
BRAF_KIAA1549_FUSION	BRAF-KIAA1549 fusion	BRAF-KIAA1549 fusion	STRING	SAMPLE	1				
BRAF_MUTATION	BRAF mutation	BRAF mutation	STRING	SAMPLE	1				
BRAF_SOMATIC	BRAF Somatic Mutation	BRAF Somatic Mutation	STRING	SAMPLE	1				
BRAF_STATUS	Braf Status	Braf Status	STRING	SAMPLE	1				
BRAF_V600E_STATUS	BRAF V600E status	BRAF V600E status	STRING	SAMPLE	1				
BRAF_V600_LEVEL1	BRAF V600 Level1	BRAF V600 Level1	STRING	SAMPLE	1				
BRAIN_METS	BRAIN METS	Brain Metatstasis	STRING	PATIENT	1				
BRCA1_CNA	Brca1 cna	Brca1 cna	STRING	PATIENT	1				
BRCA1_GERMLINE	BRCA1 GERMLINE	BRCA1 GERMLINE	STRING	SAMPLE	1				
BRCA1_GERMLINE_MUT	BRCA1 Germline Mutation	BRCA1 Germline Mutation	NUMBER	SAMPLE	1				
BRCA1_HOMDEL	BRCA1 HOMDEL	BRCA1 HOMDEL	STRING	SAMPLE	1				
BRCA1_MUTATION	BRCA1 Mutation	BRCA1 Mutation is present	STRING	SAMPLE	1				
BRCA1_RESULT	BRCA1 Result	BRCA1 Result	STRING	SAMPLE	1				
BRCA2_CNA	BRCA2 CNA	BRCA2 CNA	STRING	SAMPLE	1				
BRCA2_GERMLINE_MUT	BRCA2 Germline Mutation	BRCA2 Germline Mutation	NUMBER	SAMPLE	1				
BRCA2_HOMDEL	BRCA2 HOMDEL	BRCA2 HOMDEL	STRING	SAMPLE	1				
BRCA2_MUTATION	BRCA2 Mutation	BRCA2 Mutation is present	STRING	SAMPLE	1				
BRCA2_RESULT	BRAC2 Result	BRAC2 Result	STRING	SAMPLE	1				
BRCA_GERMLINE_MUTATIONS	BRCA Germline mutation	BRCA Germline mutation	STRING	SAMPLE	1				
BRCA_TYPE	BRCA Type	BRCA Type	STRING	SAMPLE	1				
BRCA_VARIANT	BRCA Variant	BRCA Variant	STRING	SAMPLE	1				
BRC_RECEPTOR_SUBTYPE	BRCA Receptor Subtype	BRCA Receptor Subtype	STRING	SAMPLE	1				
BREAST_CANCER_RECEPTOR_STATUS	Breast Cancer Receptor Status	Breast Cancer Receptor Status	STRING	SAMPLE	1				
BREAST_CANCER_RECEPTOR_STATUS_DETAILED	Breast Cancer Receptor Status Detailed	Breast Cancer Receptor Status Detailed	STRING	SAMPLE	1				
BREAST_CANCER_RECEPTOR_STATUS_FINAL	Breast Cancer Receptor Status Final	Breast Cancer Receptor Status Final	STRING	PATIENT	1				
BREAST_CANCER_RECEPTOR_STATUS_PRIMARY	Breast Cancer Receptor Status Primary	Breast Cancer Receptor Status Primary	STRING	SAMPLE	1				
BREAST_SURGERY	Type of Breast Surgery	Type of Breast Surgery	STRING	PATIENT	1				
BRESLOW_DEPTH	breslow depth	breslow depth	STRING	SAMPLE	1				
BRONCHOSCOPY	Bronchoscopy	Bronchoscopy	STRING	PATIENT	1				
BUBBLE_GROUP	Bubble Group	Bubble Group	STRING	SAMPLE	1				
BXCEP17_COPY	PATH CEP17 Copy	Copy number of CEP17 in the pathology report. This is the number of copies of the CEP17 gene seen in the sample, which is used to calculate the HER2/CEP17 ratio. Having multiple copies of a gene means that the tumor's DNA has many consecutive repetitions of the region that codes for a given gene. Having multiple extra copies of a gene is also described as an amplification, while losing copies of a gene is described as a deletion.	STRING	SAMPLE	1				
BXHER2_COPY	PATH HER2 Copy	Copy number of HER2 in the pathology report. This is the number of copies of the HER2 gene seen in the sample, which is used to calculate the HER2/CEP17 ratio. Having multiple copies of a gene means that the tumor's DNA has many consecutive repetitions of the region that codes for a given gene. Having multiple extra copies of a gene is also described as an amplification, while losing copies of a gene is described as a deletion.	STRING	SAMPLE	1				
BXHER2_RATIO	PATH HER2 CEP17 Ratio	Ratio of HER2/CEP17 in the pathology report. This is one component of the Flourescence In Situ Hybridization (FISH) test. This ratio is used to determine if the HER2 gene is overexpressed, relative to the CEP17 protein, which acts as a baseline measurement. HER2/CEP17 ratios >2.2 indicate a HER2 Positive tumor.	STRING	SAMPLE	1				
BX_DCIS	PATH DCIS Reported	Notes if Ductal Carcinoma In Situ was reported in the pathology report	STRING	SAMPLE	1				
BX_EPITHELIOID	PATH Epithelioid	Sample has epithelioid characteristics	STRING	SAMPLE	1				
BX_ER	PATH Estrogen Receptor Status	Estrogen Receptor (ER) status reported in the pathology report	STRING	SAMPLE	1				
BX_GRADE	PATH Sample Grade	Sample grade reported in the pathology report	STRING	SAMPLE	1				
BX_HER2FISH	PATH HER2 FISH	HER2 Flourescence In Situ Hyrbridization (FISH) results in the pathology report. This is most commonly performed on tumor samples with a HER2 Immunohistochemistry (IHC) score of 2+, or equivocal. This is an additional test that aims to measure whether or not the HER2 gene is overexpressed in a tumor sample.	STRING	SAMPLE	1				
BX_HER2IHC	PATH HER2 IHC	HER2 Immunohistochemistry (IHC) results in the pathology report. This test involves staining tissue samples and looking at them under a microscope to determine if the HER2 protein is overexpressed in the sample. Results can be reported as 0+, 1+, 2+, or 3+. 0+ and 1+ indicate a HER2 negative tumor, 2+ is considered equivocal and may require further testing, and 3+ indicates a HER2 Positive tumor.	STRING	SAMPLE	1				
BX_HER2OVERALL	PATH HER2 Status	HER2 status reported in the pathology report	STRING	SAMPLE	1				
BX_HISTOLOGY	PATH Sample Histology	The sample's histology reported in the pathology report (IDC = Invasive Ductal Carcinoma, ILC = Invasive Lobular Carcinoma).	STRING	SAMPLE	1				
BX_KI67	PATH Ki67 Percentage	The percentage of Ki67 reported in the pathology report	STRING	SAMPLE	1				
BX_LCIS	PATH LCIS Reported	Notes if Lobular Carcinoma In Situ was reported in the pathology report	STRING	SAMPLE	1				
BX_LOCATION	PATH Procedure Location	The location in the body where the biopsy or surgery was performed	STRING	SAMPLE	1				
BX_NOTES	PATH Sample notes	Additional information regarding the sample	STRING	SAMPLE	1				
BX_NUCLEAR_GRADE	PATH Nuclear Grade	Nuclear grade of the sample	STRING	SAMPLE	1				
BX_PERCENT_ER	PATH Estrogen Receptor Percentage	Percentage of Estrogen Receptor (ER) reported in the pathology report. A value of >= 1% indicates an ER Positive tumor.	STRING	SAMPLE	1				
BX_PERCENT_PR	PATH Progesterone Receptor Percentage	Progesterone Receptor (PR) percentage reported in the pathology report. A value of >=1% indicates a PR Positive tumor.	STRING	SAMPLE	1				
BX_PR	PATH Progesterone Receptor Status	Progesterone Receptor (PR) status as reported in the pathology report	STRING	SAMPLE	1				
BX_SIDEDNESS_BREAST	PATH Breast Procedure Laterality	Left or right sidedness for breast procedures	STRING	SAMPLE	1				
BX_SPINDLE_CELL	PATH Spindle Cell	Sample has spindle cell characteristics	STRING	SAMPLE	1				
BX_TIME_DAYS	PATH Sample Collection Time	Sample collection time in days from primary diagnosis	NUMBER	SAMPLE	1				
BX_TYPE	PATH Procedure Type	The procedure performed to obtain the sample	STRING	SAMPLE	1				
BX_VASOFORMATIVE	PATH Vasoformative	Sample has vasoformative characteristics	STRING	SAMPLE	1				
B_CELLS_MEMORY	B cells memory	B cells memory	NUMBER	SAMPLE	1				
B_CELLS_NAIVE	B cells naive	B cells naive	NUMBER	SAMPLE	1				
B_CELL_GENOTYPE_METHOD	B Cell Genotype Method	B Cell Genotype Method	STRING	SAMPLE	1				
CABAZI	Cabazi	Cabazi.	STRING	SAMPLE	1				
CAISIS_AGE	CAISIS (Diagnosis Age)	Age at which a condition or disease was first diagnosed, as supplied by CAISIS.	STRING	PATIENT	1				
CAISIS_AGENT	CAISIS (Agent)	Agent used for the treatment , as provided by CAISIS.	STRING	PATIENT	1				
CAISIS_DFS_MONTHS	CAISIS (Disease Free Months)	Disease free (months) since initial treatment, as provided by CAISIS.	NUMBER	PATIENT	1				
CAISIS_DFS_STATUS	CAISIS (Disease Free Status)	Disease free status since initial diagnosis, as provided by CAISIS.	STRING	PATIENT	1				
CAISIS_DIAGNOSTIC_DATE	CAISIS (Diagnostic Date)	Diagnsotic date , as provided by CAISIS.	NUMBER	PATIENT	1				
CAISIS_DIAGNOSTIC_NOTES	CAISIS (Diagnostic Notes)	Notes from the diagnostics , as provided by CAISIS.	STRING	PATIENT	1				
CAISIS_DIAGNOSTIC_TARGET	CAISIS (Diagnostic Target)	Diagnostic target, as provided by CAISIS.	STRING	PATIENT	1				
CAISIS_EVENT_TYPE	CAISIS (Event Type)	Type of event which can be a treatment, imaging, surgery, specimen collection or status , as provided by CAISIS.	STRING	PATIENT	1				
CAISIS_GENDER	CAISIS (Person Gender)	Patient gender, as supplied by CAISIS.	STRING	PATIENT	1				
CAISIS_MGMT_STATUS	CAISIS (MGMT Status)	MGMT Status, as supplied by CAISIS	STRING	SAMPLE	1				
CAISIS_NOTE	CAISIS (Note)	Additional Notes , as provided by CAISIS.	STRING	PATIENT	1				
CAISIS_OS_MONTHS	CAISIS (Overall Survival Months)	Overall survival in months since initial diagnosis, as provided by CAISIS.	NUMBER	PATIENT	1				
CAISIS_OS_STATUS	CAISIS (Overall Survival Status)	Overall patient survival status, as provided by CAISIS.	STRING	PATIENT	1				
CAISIS_RESULT	CAISIS (Result)	Results, as provided by CAISIS.	STRING	PATIENT	1				
CAISIS_SAMPLE_HISTOLOGY	CAISIS (Sample Histology)	Sample Histology, as supplied by CAISIS	STRING	SAMPLE	1				
CAISIS_START_DATE	CAISIS (Start date)	Start date of an event, as provided by CAISIS.	NUMBER	PATIENT	1				
CAISIS_STATUS	CAISIS (Status)	Status of the patient, as provided by CAISIS.	STRING	PATIENT	1				
CAISIS_STOP_DATE	CAISIS (End date)	End date of an event , as provided by CAISIS.	NUMBER	PATIENT	1				
CAISIS_SUBTYPE	CAISIS (Subtype)	Subtype of the treatment, as provided by CAISIS.	STRING	PATIENT	1				
CAISIS_TREATMENT_TYPE	CAISIS (Treatment type)	Type of Treatment which can be medical or radiation therapies, as provided by CAISIS.	STRING	PATIENT	1				
CAISIS_WHO_GRADE	CAISIS (WHO Grade)	WHO Grade, as aupplied by CAISIS	STRING	SAMPLE	1				
CALC_AGE_DX	Age at Primary Diagnosis (Calculated Years)	Calculated elapsed time, in years, between the patient-reported date of birth and patient-reported month and year of primary diagnosis with breast cancer. If no month was reported, diagnosis date was defaulted to January of the reported year.	NUMBER	PATIENT	1				
CALC_DIFF_PRIMARY_DX_METS_DX_MONTHS	Time to Metastatic Diagnosis (Calculated Months)	Calculated elapsed time, in months, between the patient-reported month and year of primary diagnosis with breast cancer and the patient-reported month and year of diagnosis with metastatic breast cancer. If no month was reported, diagnosis date was defaulted to January of the reported year.	NUMBER	PATIENT	1				
CALC_MET_SETTING	PATH Sample In Metastatic Setting	Calculated variable to classify if samples were taken while the patient had metastatic disease, or prior to metastatic disease. Samples taken less than 4 months prior to the diagnosis of metastatic disease are classified as METASTATIC DISEASE PRESENT	STRING	SAMPLE	1				
CALC_TIME_TO_METS_DX_DAYS	MedR Time to Metastatic Diagnosis (Calculated Days)	Calculated elapsed time, in days, between the patient's primary diagnosis with breast cancer and diagnosis with metastatic breast cancer as reported in the medical record	NUMBER	PATIENT	1				
CALC_TIME_TO_METS_DX_MONTHS	MedR Time to Metastatic Diagnosis (Calculated Months)	Calculated elapsed time, in months, between patient's primary diagnosis with breast cancer and diagnosis with metastatic breast cancer as reported in the medical record	NUMBER	PATIENT	1				
CALC_TREATMENT_NAIVE	PATH Sample Treatment Naive	Calculated variable that is set to YES if a sample was taken prior to the start of any medical therapy	STRING	SAMPLE	1				
CAM_5_2	CAM 5.2	CAM 5.2	STRING	SAMPLE	1				
CANCER_DNA_FRACTION	Cancer DNA Fraction	Cancer DNA Fraction	STRING	SAMPLE	1				
CANCER_PROCUREMENT_STATE_PROVINCE	Cancer Procurement State Province	Cancer Procurement State Province	STRING	SAMPLE	1				
CANCER_TYPE	Cancer Type	Cancer Type	STRING	SAMPLE	1				
CANCER_TYPE_ACRONYM	TCGA PanCanAtlas Cancer Type Acronym	Text field to hold cancer type acronym used by TCGA PanCanAtlas.	STRING	PATIENT	1				
CANCER_TYPE_DETAILED	Cancer Type Detailed	Cancer Type Detailed	STRING	SAMPLE	1				
CAPSULAR_INVASION	CAPSULAR INVASION	CAPSULAR INVASION	STRING	SAMPLE	1				
CAPTURE_BAIT_SET	Capture Bait Set	Bait Set used in capture	STRING	SAMPLE	1				
CARBO	Carbo	Carbo.	STRING	SAMPLE	1				
CARBON_MONOXIDE_DIFFUSION_DLCO	Carbon monoxide diffusion dlco	Carbon monoxide diffusion dlco	NUMBER	PATIENT	1				
CATEGORY_SAMPLE	Category of Sample	Category of Sample	STRING	SAMPLE	1				
CAUSE_OF_DEATH_OTHER	Cause of death other	Death cause text	STRING	PATIENT	1				
CAUSE_OF_DEATH_SOURCE	Cause of death source	Source of patient death reason	STRING	PATIENT	1				
CA_125	CA-125	CA-125	NUMBER	PATIENT	1				
CA_19_9	CA 19-9 Value	CA 19-9 Value	NUMBER	PATIENT	1				
CBEST_B_MEM	CBSET B cells memory	CIBERSORT-ESTIMATE B cells memory	NUMBER	SAMPLE	1				
CBEST_B_NAIVE	CBSET B cells naive	CIBERSORT-ESTIMATE B cells naive	NUMBER	SAMPLE	1				
CBEST_DENDRITIC_ACT	CBSET Dendritic cells activated	CIBERSORT-ESTIMATE Dendritic cells activated	NUMBER	SAMPLE	1				
CBEST_DENDRITIC_REST	CBSET Dendritic cells resting	CIBERSORT-ESTIMATE Dendritic cells resting	NUMBER	SAMPLE	1				
CBEST_EOSINOPHILS	CBSET Eosinophils	CIBERSORT-ESTIMATE Eosinophils	NUMBER	SAMPLE	1				
CBEST_MACRO_M0	CBSET Macrophages M0	CIBERSORT-ESTIMATE Macrophages M0	NUMBER	SAMPLE	1				
CBEST_MACRO_M1	CBSET Macrophages M1	CIBERSORT-ESTIMATE Macrophages M1	NUMBER	SAMPLE	1				
CBEST_MACRO_M2	CBSET Macrophages M2	CIBERSORT-ESTIMATE Macrophages M2	NUMBER	SAMPLE	1				
CBEST_MAST_ACT	CBSET Mast cells activated	CIBERSORT-ESTIMATE Mast cells activated	NUMBER	SAMPLE	1				
CBEST_MAST_REST	CBSET Mast cells resting	CIBERSORT-ESTIMATE Mast cells resting	NUMBER	SAMPLE	1				
CBEST_MONO	CBSET Monocytes	CIBERSORT-ESTIMATE Monocytes	NUMBER	SAMPLE	1				
CBEST_NEUTROPHILS	CBSET Neutrophils	CIBERSORT-ESTIMATE Neutrophils	NUMBER	SAMPLE	1				
CBEST_NK_ACT	CBSET NK cells activated	CIBERSORT-ESTIMATE NK cells activated	NUMBER	SAMPLE	1				
CBEST_NK_REST	CBSET NK cells resting	CIBERSORT-ESTIMATE NK cells resting	NUMBER	SAMPLE	1				
CBEST_PLASMA	CBSET Plasma cells	CIBERSORT-ESTIMATE Plasma cells	NUMBER	SAMPLE	1				
CBEST_T_CD4_MEM_ACT	CBSET T cells CD4 memory activated	CIBERSORT-ESTIMATE T cells CD4 memory activated	NUMBER	SAMPLE	1				
CBEST_T_CD4_MEM_REST	CBSET T cells CD4 memory resting	CIBERSORT-ESTIMATE T cells CD4 memory resting	NUMBER	SAMPLE	1				
CBEST_T_CD4_NAIVE	CBSET T cells CD4 naive	CIBERSORT-ESTIMATE T cells CD4 naive	NUMBER	SAMPLE	1				
CBEST_T_CD8	CBSET T cells CD8	CIBERSORT-ESTIMATE T cells CD8	NUMBER	SAMPLE	1				
CBEST_T_FOLLI_HEL	CBSET T cells follicular helper	CIBERSORT-ESTIMATE T cells follicular helper	NUMBER	SAMPLE	1				
CBEST_T_G_D	CBSET T cells gamma delta	CIBERSORT-ESTIMATE T cells gamma delta	NUMBER	SAMPLE	1				
CBEST_T_REG	CBSET T cells regulatory (Tregs)	CIBERSORT-ESTIMATE T cells regulatory (Tregs)	NUMBER	SAMPLE	1				
CBFT2A3_GLIS	CBFT2A3-GLIS	CBFT2A3 GLIS gene fusion	STRING	SAMPLE	1				
CBIOPORTAL_UPLOAD_DATE	cBioPortal Upload Date	cBioPortal Upload Date	STRING	SAMPLE	1				
CBIO_PROJECT_NAME	Cbioportal Project Name	Cbioportal Project Name	STRING	SAMPLE	1				
CC_TT	CC>TT	CC>TT	STRING	SAMPLE	1				
CD10_STATUS	CD10 Status	CD10 Status	STRING	SAMPLE	1				
CD14_NEG_CD16_NEG_OUTOF_CD45POS	CD14-, CD16-	CD14-, CD16- (% of CD45+ cells)	STRING	SAMPLE	1				
CD14_POS_CD16_POS_OUTOF_CD45POS	CD14+, CD16+	CD14+, CD16+ (% of CD45+ cells)	STRING	SAMPLE	1				
