Hugo_Symbol	TP_2061	SC_9091	SC_9086	MO_1339	MO_1337	MO_1336	SC_9031	SC_9081	SC_9080	MO_1316	TP_2054	SC_9073	SC_9072	SC_9071	SC_9068	MO_1277	MO_1202	SC_9063	SC_9062	SC_9061	MO_1262	MO_1249	MO_1244	MO_1241	SC_9060	SC_9059	SC_9058	SC_9057	MO_1232	MO_1221	MO_1219	MO_1215	SC_9055	SC_9038	SC_9050	MO_1192	MO_1176	SC_9054	SC_9049	SC_9048	SC_9047	SC_9046	MO_1184	MO_1179	SC_9043	SC_9018	SC_9037	SC_9036	SC_9034	SC_9032	TP_2034	MO_1161	SC_9030	TP_2032	SC_9029	SC_9028	SC_9026	TP_2020	SC_9023	SC_9022	SC_9019	SC_9017	SC_9016	MO_1124	MO_1128	MO_1118	MO_1114	SC_9012	SC_9007	TP_2009	TP_2010	SC_9010	SC_9009	SC_9008	TP_2001	MO_1095	SC_9001	MO_1094	MO_1084	MO_1071	MO_1054	MO_1040	MO_1020	MO_1014	MO_1013	TP_2060	SC_9083	TP_2064	SC_9097	SC_9093	SC_9092	SC_9099	SC_9094	6115251	6115247	6115242	6115219	6115122	6115114	1115202	6115117	6115115	1115161	1115183	6115237	6115233	6115118	6115123	1115153	6115121	1115156	1115154	6115227	6115234	6115224	1115244	1115157	6115250
7SK	0	0	0.440095	0	0	0	0.362655	0	0	0	0	0	0	0	0.889688	0	0	0.390722	0.191916	0.292485	0.47037	0.460337	0.316962	0	0.28766	0.375315	0.765697	0	0	0	0.52287	0.307318	0.322257	0.38676	0.345016	0	0.271345	0.862241	0	0.72091	0	0	0	0	0.24755	0	0	1.74E-05	0	0	0.542668	0	0	0	0.64336	0	0	0	0	0	0.46503	0	0	0.277975	0	0	0	0	0	0	0.232606	0.351289	0	6.77E-07	0.275203	0	1.53797	0.358681	0.32395	0	0	0	0.299014	0.628977	0.876416	0	0	0	0	0	0	0.390786	0	0.318537	0	0.224988	0.686031	1.26E-05	0	5.59E-07	0.293585	0	0.204557	0.17364	0.28483	0.355886	0	0	0	0.18906	0.763311	0	0	0.454733	0	0.200747	0	0
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2045	0	0	0.47602	0	0	0	0	0	0.299326	0	0.525256	0	0	0	0	0	0.592681	0	0	0.428906	0.225773	0	0	0	0	0	0	0	0	0	0	5.44E-05	0.399723	0	0	0	0	0	0	0	0	0	0	2.55E-10	0	0	0	0	0	0	0	15.9232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264477	0	0	0	0	0	0	0	0.160694	0	0	0.179532	0	0.302074	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225792	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0094754	0	0.409	0	0	0	0	0	0	0	0	0	0	0	0.322775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240914	0.00116123	0	0	0	0	0	0	0	0	0	0	0	2.25E-08	1.80E-07	0	0	0.468682	0	0	0	6.36929	0	1.85E-05	0.5367	0	1.77E-06	0	0.49521	0	0	0	0	0	0	0	1.01618	0	0	0	0	0	0	0	0	0	1.12487	0.538631	0	0	1.25E-05	0	1.99607	0	0	1.07228	0.919007	0.378945	0.625753	0	0	0	0	0	0	0.288022	0.398122	0.151452	0.35348	0	0.407041
7SK	0	0	0.393036	0	0.47188	0	0.000503663	0	0	0	1.02205	0	0.0760582	0	0.409146	0	0.238616	0.183009	0	0.271755	0.218692	0.214764	0.28875	0.222546	0.265703	0	0.696745	0.908056	0.378991	0	0	0	0.600094	0	0	0	0.249305	0	0	0	0	0.342779	0.597792	0	0	0	0	0	0	0	1.23796	0.88563	0.648744	0	0	0	0	0	0	0	0	0	0	0.256931	0	0.304434	0	0	0	0	0.653664	0	0	0	0	0	0	0	0	0	0.140676	0.594314	0	0	0	0	0.254345	0	0	1.34447	0	0.182274	0	0.305188	0.390104	0	0.656728	0	0	0	0	0	0	0	0.273346	0	0	0	0	0.180491	0	0	0	0.575247	0.327743	0.384304	0	0.219823
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0.464148	0	0	0	1.0674	0.462494	0	0	0.302189	0	0	0	0.295691	0	0.212577	0	0	0.258582	0.503535	0	0.258366	0	0.417713	0	0	0.468643	0	0	1.35488	0.353659	0	0	0	0	0	0	0	0.439782	0	0	0	0	0	0	0.359446	0	0	0	0	0	0	0	0	0	0	0	0	0	0.534305	0	0.924792	1.3122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06003	0	0.350927	0.316761	0	0	0	0	0	0	0	0	0.476022	0	0	0	0.62794	0.311198	0	0.433392	0	0.299742	0.752036	0	0	0.306616	0	0	0	0.170776	0	0.179699	0.423918	0.2622	0.120299
7SK	0.017941	0.00127767	0.000256934	0	0.00184842	0.00499207	0	0.00282381	0.00206023	0	0	0.000265309	0.386806	2.46235	1.81675	0	0.563306	0.00101911	0.0034417	0.000172464	0.000123551	0.00108221	0.0037901	0.199686	0.000174628	0	0.000794615	8.38E-05	0.00108582	0.00645338	0	0.244038	0.00721596	0.00288677	0.000951247	0.000706115	0.000407341	0.00136229	0.0130913	0.00121831	0.00388593	0.00891997	0	0	0.643404	0.0033678	0.000604737	0.000855224	0.00917762	0.000255887	0.00965784	0	0.000124958	0.00206801	0.00108409	0.0334376	0.00193964	0.629691	0.715289	0.00204878	0.00894508	0.000879554	0.00326155	0.00831865	0.00512464	0.00824883	0.0105817	0.000211442	0.0672827	0.315517	0.0083082	0.288928	0.0722339	0.592764	0.00909088	0.013194	0.0322389	0.0555196	0.000510735	0.000204486	0.000199891	0	0.000398512	0.112086	0.0324828	0.00316847	0.839083	0.0135352	0	0.16652	0	0.00083241	0	0.324126	0.169238	0.0452619	0.379014	0.281202	0.0191217	0.832391	0.0944207	0.331637	0.296551	0.269234	0.175496	0.296555	0.103404	0.123248	0.0633141	0.673086	0.0207975	0.0771337	0.406299	0.263309	0.137341	0.29087	0.0762865	0.256899
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	1.47769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210299	0	0	0	0	0	0	0.153071	0	0	0	0	0	0	0	0.247653	0	0
7SK	0.44996	0	0	0	0	0	0.545904	0	0	0	0	0	0.318939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.369301	0	0	0	0	0	0	0	0	0	0.649687	0	0	0	0	1.41072	0	0	0	11.6296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09E-07	0	0	0	0	3.26E-07	0	0	0	0.169887	0	0	0	0
7SK	0	1.77E-05	3.19E-08	0	0	1.66E-08	0	0	0	0	0	0	0	0.41361	0	0	0	0	0.469348	0	0	0	0	0	0	0.983359	0	0	0	0.246616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3811	0	0	0	0	0	0	0	0	0	0	0	0.63757	0	0	0	0	0	0	0	9.29945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231639	0	0.781029	0	0	0	0	0	0	0	0	0	0	0.0550646	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.397896	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49526	0	0	0	0	0	0	0	0	0	9.04581	2.59E-10	0	0.324092	0	0	0	0	0.345951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15654	0	0	0	0	0	0.294103	0.288075	0	0	0.170648	0.280139	1.06E-05	0.248032	0	0	1.48E-06	0	0	0	0.147459	0	0	0	0
7SK	0	0	0	0	0	0	0.450174	0	0	0	0.452949	0	0	0	0	0	0	0	0	0	0	0.259908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0	1.33397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69114	0	0.216485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228187	0	0	0	0	0	0	0	0	0.214668	0	0	0	0	0	7.2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249517	0.177583	0	0	0	0	0	0	0	0	0	0.298166	0	0	0	0.172526	0	0
7SK	0	0	0	0	0	0	0	0	0	0	0.464704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442706	0	0	0	0	0	0.356952	0	0	0.402573	0	0	0	0	0	0	0.436465	0	0	0.289836	0	0	0	0	1.22916	0.327481	0	0	0	0	0	0	0.476366	0	0	0.569629	0.568961	0	0	0	0.412104	0	0	0	0	0	0	0	0	0	0	0	0.429811	0	0	0.170185	0	0	0.361481	0	1.12844	0	0	0	0	0	0	0	0	0.441909	0	0.186172	0	0	0	0.320664	0	0	0	0.307705	0.386819	0	0	0	0	0	0	0.175307	0.162288	0	0	0	0
7SK	0	0	0	0.268025	0	0	0.224297	0	1.18617	0.238812	0	0	0	0.212295	0	0	0	0	0.144794	0	0	0.169469	0.212872	0	0.203538	0	0	0	0	0.652534	0	0	0.235182	0	0	0	0.376289	0	0	0	0	0	0	0	0.352245	0	0	0	0	0.348721	0.183271	0	0.226734	0.159973	0	0	0	0	5.58E-06	0	0	0.327395	0	0.197199	0	0	0	0	5.81E-06	0	0.173873	0.231806	0	5.80E-08	0.373244	0.147764	0	0	0.228192	0.153282	0	0	0.209196	0	0	0	0.187238	0	0	0	0	0	0	1.04E-07	0	0	0.558424	0	0	0.247652	0	0	0	0.28341	0.234494	0.144417	0	0.100283	0	3.70E-07	0	0	0.133723	0.123008	0.281166	0	0	0.283861
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.98695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0.761981	0	0	0	0	0	0.694341	0	0	0	0	0	0.297896	0	0	0	0	0	0	0	0.485619	0	0.409149	0	0	0	0	0.520545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.349396	0	0	0.983764	0	0	0	0	0	0.334102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.535678	1.85526	0	0	0.497503	0	0	0.820053	0	0	0	0	0	0	0.263709	0	0.187955	0	0	0	0	0	0	0	0.251411	0	0	0	0	0	0.293767	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232628	0	0	0.196088	0.157167	0.932906	0.229461	0	0	0	0.19121	0	0	0.282218	0.252598	0	0	0	0	0	0	0.268278	0.23038	0	0	0.520863	0	0	0	0	0	0	0	0	0	0	0	0.201613	0.471237	0	0	0	0.813716	0	0	0	0	0	0	0	0.429336	0	0.48929	0.4635	0	0	0	0	0	0	0.201057	0	0	0	0	0	0	0.121163	0	0	1.22471	0	0	0.61887	0	0	0	0	0	0	0	0	0	0.147442	0	0	0	0	0	0.1742	0	0.123469	0	0	0	0	0	0.220717	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824846	0	0	0	0	0	0	0	0	0	0	0	0	0.0014318	0	0	0	0	0	0	0	0.704625	0	0	0	0	0	7.48039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0.494591	0.437254	0	0	0	0	0	0	0.235222	0	0	0.255346	0	0	0	0	0	0	0	0.228301	0	0	0	0	0.785327	0.403282	0	0	0	0	0.658636	0	0.257678	0	0	0.345901	0	0	0.307429	0	0	0.390916	0	0	0	0.484711	0.25658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316309	0	0	0	0	0.223546	0.330879	0	0.248747	0.00964598	0.19206	0	0	0	0	0.14425	0	0	6.38E-09	0	0	0	0	0	1.47821	0	0	0	0	0	0	0.167048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28E-05
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96E-05	0	0	0.000264103	0	0	0	0	0	0	0	7.92383	0.000118219	2.82E-05	0	0.000153597	0.0698615	0.169074	0	0.00021626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24E-10	0	0	0	0	0	0	6.79E-06	0	0	0	0	0.159023	0	0	3.14E-05	4.54E-07	0	0	0	0	0	0	0	0
7SK	0	0	0.0370497	0	0	0	0	0	0	0	0	0	0	0	2.30072	0.569977	2.39258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80E-05	0	0	0	9.19E-07	0	0	0	0	0	0	4.25E-05	9.67E-09	0.000497776	0	0	6.73E-07	5.83E-06	0	0	0	0	0	0	0	0	2.36E-09	0	0	0.000026036	0	7.10E-06	0	0	0	0	0.932234	0	0	0.0167334	0	0	0	0	0	1.60E-05	0	0	0	1.01079	0	8.98E-08	0.367954	6.08E-05	0.000138939	5.55E-05	0	4.03E-06	0	7.37E-05	3.98E-07	0.000209647	0	0	7.30E-09	7.06E-05	4.85E-05	0	8.92E-05	0.000100291	0	0.000487651	2.79E-09	0.000107835
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.754891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296885	0	0	1.022	0	1.79271	2.29737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05322	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0.215091	0	0.517277	0	0	0	0	0	0	0	0	0	0	0.180673	0	0	0	0	0	0	0.246327	0	0	0	0.234745	0.248622	0	0	0.224767	0	0	0	0	0	0	0	0	0.186911	0	0	0	0	0	0	0	0	0.170464	0	0	0	1.65843	6.37E-06	0	0.329623	0	0	0	0	0	0	0	4.80E-10	0	0.183122	0	0	0	0	0	0.549183	0	0	0.164705	0.237263	0	0	0	0	0	0	0	0	0	0	0.910272	0	0	1.04E-06	0	0	0	0	0	0.245302	0	0	0.294489	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098075
7SK	0	0	0	0	0	0	0	0	2.49462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280675	0	0	0.423813	0	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0.00107354	0	0	0.000116714	0	0	0	0	0	0.64047	0.301531	0	0.360197	0	0	0	0	0	0.0852817	0.00195739	0	0	0	0.000124715	0.000183025	0.000173073	0	0	0.000344608	0	0	0	0	0	0	0.370857	0.000538124	0	0	0	0.0218626	0	0	0.00010186	0.00150821	0.000325465	0	0	0	0	0	0.0010998	5.27E-05	0.00662306	0.000653827	0	0.000716106	0	0	6.08E-05	0.000514032	0.0003779	0.000515958	0	0.0200709	0	0.000450198	0.733268	0.352702	0.00585665	0.0696288	0.000110083	0	0	0	0	0	0	0	0.329375	0	0	0	0	0	0.0136855	0	0	0	0.0087759	0.216735	0.00349287	0.191511	0.00787352	0.000857153	0.322577	0.300044	0.219725	0.00896499	0.183812	0.155373	0.00714648	0.00257854	0.000790759	0.000645156	0.483902	4.08E-05	0.000443163	0.177339	0.171183	0.181499	0.00729383	0.000428827	0.00547734
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.508616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.683508	0	0	0	0	0	0	0	0	0	1.69536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.835827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393115	0	0.273249	0	0	0	0.337604	0.489584	0.375214	0	0	0	0	0	0	0	0	0
7SK	0	0	0.897397	0	0	0	0	0	0	0	0.695863	0	0	0	0	0	0.431762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.726023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.661709	0	0	0	0	0.582422	0	0	0	0.434834	0	0.560272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277633
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.29E-05	0	0	0	0	0	0	0	0	0	4.86469	0	0	0	0	0.362851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0.928295	0	0	0	0	0	0.453233	0.431118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.693853	0	0	0	0	0	0	0	0	0	0.350168	0	0	0	0	0	0	0	0	0.437797	0	0	0	0.268791	0	0	0	5.49E-09	0	0	0.316761	0	0	0	0.951794	0	0	0	0	0	0	0	0	0	0	2.70E-06	0	0	0	0	0	0	0	0	0	0	0.341552	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0.302575	0	0	0	0	0	0	0.0113878	0	0	0	0	0	0	0	0.310891	0	0	0	0.750845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38E-10	0	0	0	0.330531	1.5413	0	0.638725	0	0	0	0	0	0	0	0	0	0	0.273979	0	0	0	0	0	0	0	0	5.92E-08	0	0	0	0	0	0	0	0	0	0	0.500749	0	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208173	0	0.517164	0	0	0.258366	0	0	0	0	0	0	0	0	0.353659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.359446	0	0	0.306438	0	0	0	0	0	0	0	0	0	4.90E-05	0	0	0.924792	0	0	0	0	2.05E-06	0	0.506243	0	0	0	0	0.218898	0	0.403173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149871	0	0	0	0	0	0	0	0.170776	0	0	0	0	0.120299
7SK	0	0	0	0	0	0	0	0	0	0	0	0.271882	0	0	0.0115544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0554639	0	0.000983589	0	0	0	1.67968	0	0.0659669	0	0	0	0.351289	0	0.0103283	0.0100811	2.31E-07	0	0.358681	0	0	0	0	0	0	0	0	0	0	1.09628	0	0	0	0	0	0	0	3.43E-06	0	0	0	0	0	0	0	0.142415	0	0	0	0	0	0	0	0	0	0	0	0.249197	3.88E-05
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224095	0	0	0	5.84E-06	0	0	0	0.246327	0	0	0	0	0	0	0	0	0.20044	0	0	0	0	0	0	0	0	0	0	0	9.37E-05	0	0	0	0	0	0	0	0	0	0	0	2.72E-05	0	0	0	1.53588	0	0	0	1.26E-06	0	0	0	0	9.17E-07	0	0.110295	0	0.262185	0	0	0	0	0	0	0	0	0.200462	0	0	0.709182	0	0.151712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475076	0	0	0	0.127698	0	0	0	2.00E-05
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0.376994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379236	0	0	0	0	0	0.88632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.345546	0.404095	0	0	1.04313	0	0	0	0	0	0	0	0	0	0	0	0.187932	0	0	0	0	0	0	0	0.15522	0	0	0	0	0	0.277128	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	1.08737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.882712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326958	0	0	0	0	0	0.309229	0	0	0	0	0	0	0	1.05E-06	0	0	0	0	0.239342	0	0	0
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260322	0	0	0	0	0	0	0	0	0	0	0.32767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34552	0	0	0	0	0	0	0	0.326778	0	0	0	0	0	0	0	0	0	0	0	0	0.883283	0	0	0	0	0	0	0.351289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195393	0	0	0	0	0	0	0	0	0	0	0	0	0.141897	0	0	0	0	0.000219997	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0	0	0	3.05675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.523773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0823314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36888	0	0	0	0	2.71709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	2.27342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.822819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111691	0	0	0	0	0	0	0	1.29E-06	0	0	0	0	0	0	0	0	0	0.759199	0	0	0.205218	0	0	0.588507	0	0	0	0	0.000751616	0.426876	0	0	0	0	0	0	0.384025	0	0	0.240225	0	0.134983
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00435317	0	0	1.02E-05	0	0	0	0	0	0	4.09E-07	0	0	0	0	0	0	0	0
