geneID	Symbol	MSK-PCa8_ORG	MSK-PCa9_ORG	MSK-PCa10_ORG	MSK-PCa11_ORG	MSK-PCa12_ORG	MSK-PCa13_ORG	MSK-PCa14_ORG	MSK-PCa15_ORG	MSK-PCa16_ORG	MSK-PCa17_ORG	MSK-PCa18_ORG	MSK-PCa19_ORG	MSK-PCa20_ORG	MSK-PCa22_ORG	MSK-PCa24_ORG
ENSG00000183130.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183405.5		77.62	25.2	104.1	68.83	82.79	101.58	83.36	107.49	125.04	95.49	101	104.5	48.07	53.79	79.69
ENSG00000183461.12		0.05	0.01	0	0	0	0	0	0	0	0	0	0	0	0.06	0
ENSG00000183473.5		0	0	0.05	0.08	0.14	0	0.01	0.1	0	0.05	0.02	0	0	0	0.01
ENSG00000183504.1		0	0	0.24	0	0.23	0	0	0	0	0.16	0	0	0	0	0
ENSG00000183531.1		6.34	0.62	0.26	5.19	7.24	0.85	0	4.21	0.18	0.03	0.03	5.39	0	0	0
ENSG00000183558.5		4.67	5.25	12.36	23.84	6.8	0.98	13.68	4.23	3.53	5.65	4.87	3.01	2.83	6.65	4.32
ENSG00000183653.4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183657.2		0.09	0.04	0.09	0.16	0.63	0.02	0.07	0.1	0.04	0.04	0.03	0.1	0.06	0	0.04
ENSG00000183675.10		0.06	0.01	0	0	7.17	0.11	2.84	2.99	0	0.01	4.37	7.62	5.3	0	0
ENSG00000183678.8		0	0	0	0	0.07	0	0	0	0	0.02	0	0	0	0	0
ENSG00000183748.4		0.01	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0
ENSG00000183900.4		3.92	2.29	16.77	4.57	2.52	11.5	17.93	1.12	2.16	3.59	1.12	5.57	1.4	1.26	11.47
ENSG00000183941.8		34.63	11.07	37.84	189.54	18.59	5.59	55.66	9.78	4.53	46.08	6.09	7.02	2.64	7.77	10.87
ENSG00000184040.7		0.04	0	0	0	0.07	0	0	0.03	0	0	0	0.02	0.01	0.01	0
ENSG00000184247.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184324.11		14.01	0	0.03	1.39	0.21	0	0.02	0.05	26.63	0	0	0.16	0	33.78	0
ENSG00000184348.2		1.24	0.28	1.69	2.52	0.41	0.46	0.98	0.22	1.41	1.68	0.12	0.51	0.18	0.47	2.44
ENSG00000184490.6		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184551.4		1.39	1.05	0.54	1.27	0.51	1.11	1.02	1.07	0.61	0.66	0.19	0.46	0.19	0.21	0.17
ENSG00000184586.4		0	0	0	0	0	0	0.73	0	0	0	0	0	0	0	0
ENSG00000184596.4		0.47	0.14	0.06	0.08	0	0.27	0.41	0.3	0.02	0.17	0.27	0	0.28	0	0
ENSG00000184674.8		0	0.01	0.07	38.34	20.82	32.38	34.33	39.59	37.8	0	43.68	29.96	17.6	57.14	0
ENSG00000184682.5		0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0
ENSG00000184750.11		30.34	0	0.08	0	0	0	0	0.04	17.75	0.4	0	0	0	40.09	0.2
ENSG00000184779.8		208.26	335.52	172.87	264.54	444.56	457.57	307	845.5	120.29	348.41	265.82	261.04	202.41	343.86	264.18
ENSG00000184825.4		0	0.06	0.57	0.26	0	0	0.08	0.45	0.67	0.19	0.36	0.31	0	0	0.38
ENSG00000184879.4		0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
ENSG00000184881.2		0.14	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0
ENSG00000184886.3		20.36	10.68	28.09	27.41	10.76	13.8	23.28	18.02	18.08	12.11	14.62	7.35	2.66	10.55	13.25
ENSG00000184909.8		0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
ENSG00000185020.5		0	0.02	0.06	0.54	2.1	0.07	0.04	0.7	0.87	0.02	0	0.03	0.01	0	0.03
ENSG00000185041.4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185044.10		0.29	0.2	0.91	0.61	0.51	0.28	0.37	1.47	8.34	0.68	0.6	2.75	0.41	4.99	0.35
ENSG00000185087.7		0	0	0	0	0	0.01	0	0.04	0	0	0	0	0	0	0
ENSG00000185097.2		0.07	0	0	0	0	0	0.03	0	0	0.05	0.05	0.03	0.03	0	0
ENSG00000185128.11		3.7	9.47	2.57	2.04	2.64	14.15	10.45	2.51	2.1	2.04	1.74	7.42	6.5	0.03	7.12
ENSG00000185162.2		0	0.02	0	0.08	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185254.8		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185554.10		0	0	0.44	0	0	0	0.78	0.02	0	0	0	0.03	0	0	0.16
ENSG00000185751.4		0	0	0	0	0	0	0	0.36	0	0	0	0.07	0	0	0
ENSG00000185928.7		29.19	8.91	11.06	23.78	9.09	17.92	28.4	13.01	4.05	18.82	8.46	3.58	2.46	8.54	6.54
ENSG00000185945.9		0	0	3.66	0	0	0	4.79	0.02	0	0	0	0.03	0	0	1.99
ENSG00000185978.4		0	0.01	0	0	0	0.08	0.03	0	0.12	0.12	0	0	0	0	0
ENSG00000185990.6		0.1	9.65	0.17	0.04	0	5.19	10.03	3.92	10.04	5.26	4.19	17.98	0	2.67	0
ENSG00000186117.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186223.4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186232.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186275.7		2.78	1.4	3.01	3.35	2.12	5.21	3.37	3.07	0.83	1.93	2.29	3.86	1.54	0.87	2.65
ENSG00000186322.9		0.12	0.06	0.1	0.11	0	0	0.45	0.2	0.19	1.06	0.24	0.07	0.52	0	0.1
ENSG00000186400.3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186530.13		0.29	0.04	0.64	1.19	1.96	0.04	0.05	0.08	0.07	0	0.04	0.03	0.29	0	0.26
ENSG00000186807.9		0.92	2.9	0.01	1.02	44.33	0.05	0	18.77	0.06	0.01	0	0.06	0.02	0	0
ENSG00000187008.2		0.01	0	0	0.01	0	0	0.01	0	0.58	0	0	0.03	0.01	0.01	0.01
ENSG00000187060.5		0	0	0	0	8.49	0	3.19	7.95	1.61	2.45	0	4.14	0.96	0	0
ENSG00000187145.10		89.86	40.2	84.1	88.48	72.82	51.82	77.29	86.11	78.93	76.71	77.08	187.69	71.3	78.05	79.41
ENSG00000187156.4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187456.9		4.11	0.76	6.44	12.02	7.32	1.01	5.13	9.38	1.45	4.74	3.51	4.53	1.69	3.15	12.72
ENSG00000187461.5		0	0.13	0	0.11	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187667.6		0.45	1.37	0.73	2.95	0.9	3.25	3.12	0.59	0.74	0.55	0.26	1.22	0.49	1.57	0.48
ENSG00000187695.6		0.16	0.07	0.79	1.09	0	0.23	0.22	0.03	0.86	0.75	1.21	0.96	0.2	0.02	0.35
ENSG00000187786.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187811.3		0.04	0	0	0.02	0	0.04	0.04	0.02	0.04	0.02	0	0	0.02	0	0
ENSG00000187990.4		7.4	3.24	30.64	76.84	3.6	1.13	6.79	0.7	6.17	13.92	2.6	2.56	1.84	3.45	9.72
ENSG00000188069.3		0	0	0	0	0	0	0	0	0	0.07	0	0.04	0	0	0
ENSG00000188073.7		0	0.27	0.16	0	0.23	0	0.14	0	0	0	0.2	0	0.05	0.09	0
ENSG00000188206.5		2.73	3.21	12.12	12.92	2.88	20.34	13.84	3.53	4.4	5.1	3.32	17.99	6.01	0.77	8
ENSG00000188279.7		0	0.07	0	0	0	0	0	0.4	0	0	0	0	0	0	0
ENSG00000188384.3		1.07	1.84	0.8	2.92	0.94	2.38	4.83	1.6	0.67	0.74	1.2	0.39	0.6	0.2	0.73
ENSG00000188424.5		0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0
ENSG00000188474.6		1.12	2.85	0.28	6.12	0	0	1.72	2.84	6.72	0.02	0.22	0.22	0.24	0.1	0.79
ENSG00000188477.8		0	0.01	0	0.05	0.02	0	0.07	0	0.03	0.01	0	0.01	0	0.1	0
ENSG00000188686.2		2.22	3.98	3.45	4.25	2.65	4.25	13.26	1.26	2.33	3.1	0.25	3.39	2.4	0.11	0.13
ENSG00000188722.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188888.7		0.06	0.01	0.25	0.12	0.18	0.02	0.03	0.08	0.02	0.04	0.04	0.02	0.04	0	0.15
ENSG00000188971.4		11.63	14.39	7.18	10.27	9.63	7.37	6.06	6.24	7.07	4.54	6.66	8.33	2.13	30.94	8.77
ENSG00000188987.2		0.3	0.25	0.83	0.51	0	0	0.24	0	0	0.42	0.17	0.29	0.13	0	0
ENSG00000189011.9		0.93	0.32	1.88	1.03	8.54	0.89	3.02	3.33	0.49	4.14	1.57	0.58	0.95	7.97	1.35
ENSG00000194270.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196082.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196095.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196138.3		0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0
ENSG00000196176.7		0	0	0.2	0.37	0.2	0.22	0	0	0.06	0.14	2	1.28	0.49	0	2.19
ENSG00000196193.4		0	0	0.24	0	0	0.27	0	0	0.13	0	0	0.17	0	0	0
ENSG00000196226.2		0	0.07	0.16	0	0	0	0	0	0.14	0	0	0	0	0	0
ENSG00000196326.6		0.09	0	0	0	0	0	0	0	0.05	0.09	0	0	0.04	0	0
ENSG00000196331.5		1.82	0.48	14.05	5.44	0.8	0.45	1.04	0	3.46	0.82	0.69	1.29	0.09	0.92	6.04
ENSG00000196355.2		0.09	0.14	0	0.02	0.1	0.27	1.28	0.04	0.42	0.44	0.06	0.02	0.1	0	0
ENSG00000196374.5		0	0.07	0	1.01	0	0.16	0.09	0.23	0.05	0	0.74	0.11	0.18	0	0
ENSG00000196400.3		0	0.01	0	0	0	0.05	0.02	0	0.05	0	0.07	0.1	0.03	0	0
ENSG00000196409.7		1.4	1.67	2.04	2.82	7.44	2.61	3.97	3.65	4.47	1.13	1.7	1.4	0.76	2.87	2.25
ENSG00000196532.4		1.25	0.23	0	1.05	0	0	0.25	0.44	2.21	0	0.24	0.71	0.62	0.31	0
ENSG00000196533.6		0	0	0	0	0	0.03	0.08	0.46	0	0.05	0	0	0	0	0
ENSG00000196559.3		0.1	0.05	0.19	0.07	0.02	0.07	0.07	0.03	0.05	0.04	0.04	0.04	0.05	0.14	0.14
ENSG00000196622.6		0.02	0.28	0.09	0.7	0.96	0.13	0.24	0.56	0	0	0.04	0.2	0	0.12	0
ENSG00000196644.8		4.17	3.27	2.1	1.26	2.07	5.08	4.33	4.42	1.29	3.15	2.59	5.67	2.97	3.74	1.06
ENSG00000196648.6		2.27	5.83	3.44	2.95	3.84	5.79	8.57	2.97	4.11	0.95	3.38	8.28	8.38	1.57	2.57
ENSG00000196661.3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196674.1		0	0.14	0	0	0	0.26	0	0	0.06	0.16	0	0	0	0	0.31
ENSG00000196737.2		0.12	0	0.07	0.03	0.05	0.19	0.21	0.04	0	0.14	0.02	0.24	0.1	0.03	0
ENSG00000196774.3		0	0.21	0.45	0.51	0.79	0	1.18	0	7.09	0.01	0.03	0.44	0.06	0.19	0.1
ENSG00000196777.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196861.4		0.13	0	0.21	0	0.47	0	0	1.35	0	0	1.3	0	0	0	0
ENSG00000196927.4		0	0	0	0.01	0	0	0	0	0.04	0	0	0	0	0	0
ENSG00000196934.3		0	0.07	0	0.17	0.17	0.06	0	0	0	0.07	0	0.17	0	0.17	0
ENSG00000196936.3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196960.3		0	0	0.02	0	0	0.02	0	0	0	0.02	0	0	0	0	0
ENSG00000196963.2		0.07	2.51	1.47	1.29	0.04	2.9	16.1	3.68	3.54	0.02	2.55	4.51	0.15	8.28	0.59
ENSG00000196966.3		3.7	0.76	1.54	7.61	1.9	1.96	1.38	0.22	1.14	5.94	0.7	1.51	0.78	2.01	0.56
ENSG00000196987.2		0	0.01	0.03	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197015.2		0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0
ENSG00000197047.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197071.1		0.3	0.31	0	0.25	0	0	0.12	0	0.28	0.14	0.17	0.14	0	0.45	0
ENSG00000197146.2		0.29	0.95	0.77	0.53	0.17	2.09	0.6	0.59	0.19	2.29	0.23	1.43	0.61	0.11	0.71
ENSG00000197262.8		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197263.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197284.4		0	0	0.16	0	0	0	0.01	0	0	0.01	0	0.05	0.04	0	0.18
ENSG00000197414.8		0	0.01	0	0	0	0.01	0	0	0.01	0	0	0.01	0	0	0
ENSG00000197445.2		0	0	0.04	0.02	0	0	0.06	0	0	0.07	0.06	0.03	0	0.04	0
ENSG00000197459.2		0	1.64	0	0	7.31	0	0	0	0.05	0	1.07	4.81	3.07	0	0
ENSG00000197463.8		14.01	0	0.03	1.39	0.21	0	0.02	0.05	26.63	0	0	0.16	0	33.78	0
ENSG00000197502.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197604.4		0.09	0.26	1.54	0.38	0.18	0.13	0.25	0.08	0.01	0.08	0.02	0.71	0.39	0	0.19
ENSG00000197681.8		0.89	3.38	2.76	0.94	1.71	7.26	5.34	3.31	0.64	1.84	1.37	3.35	2.77	0.61	1.29
ENSG00000197697.3		0.37	0.33	0.51	1.41	0.49	0	0.29	0	0	0.42	0.53	0.55	0.47	0.14	0
ENSG00000197701.7		4.54	4.75	9.38	3.8	3.85	3.06	6.21	3.99	8.68	4.18	8.91	5.91	1	2.98	12.32
ENSG00000197704.7		0	0	0	0	0	0.16	0.79	0	0	0.06	0	0.04	0.11	0	0
ENSG00000197723.3		1.22	0.12	0.46	1.02	0	0.68	4.59	0.15	0.13	0.12	0	0.13	0.12	0.1	0.24
ENSG00000197727.1		0.25	0.05	0	0.16	0	0.09	0.05	0	0	0.11	0	0.06	0.05	0	0
ENSG00000197775.1		9.47	0.77	2.99	7.15	11.89	4.85	13.24	3.88	1.98	7.73	15.94	16.02	4.62	17.08	5.5
ENSG00000197805.4		0	0	0	0.09	0	0	0	0	0.09	0	0	0	0	0	0
ENSG00000197825.4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197830.2		0.15	0.06	0.1	0.17	0.2	0.11	0.1	0.16	0.06	0.07	0.06	0.13	0.04	0	0.09
ENSG00000197844.2		0	0.06	0	0.08	0	0.28	0.15	0	0	0	0	0	0	0	0
ENSG00000197846.3		0.72	0.48	2.83	13.83	0.31	0.12	0.58	0.26	2.37	0.64	0.51	0.35	0.38	0.57	0.82
ENSG00000197851.3		0	0	0.03	0	0	0	0.06	0	0	0.01	0	0	0	0	0.03
ENSG00000197910.7		0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0
ENSG00000197914.2		0	0	0	0.66	0	0	0	0	0	0.67	0.18	0	0	0	0
ENSG00000197932.3		32.15	50.92	61.59	16.14	28.06	38.37	41.02	29.84	25.23	22.01	24.98	11.42	5.09	5.64	58.58
ENSG00000198035.9		0.12	5.6	0	4.34	2.66	1.93	3.1	1.07	2.06	1.46	1.83	7.59	9.41	0.16	0.2
ENSG00000198082.3		0	0.01	0	0	0	0.08	0.07	0	0	0	0	0	0	0	0
ENSG00000198100.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198150.2		0.68	0.27	3.07	0.36	0.91	0.69	1.83	0.72	0.63	0.77	0.15	1.54	0.81	0.14	2.09
ENSG00000198161.5		0.03	0.01	0	0.01	0.04	0.02	0.04	0.07	0.02	0	0.05	0.02	0.07	0.02	0
ENSG00000198250.8		0.23	0.06	0	0	0.02	0	0	0	0	0.01	0	0.12	0.01	0	0
ENSG00000198305.6		0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198307.4		0	0.01	0	0	0	0.08	0.03	0	0.12	0.12	0	0	0	0	0
ENSG00000198327.3		0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0
ENSG00000198339.3		0.94	0.31	0.98	1.11	0.4	0.04	1.82	0.11	0.84	0.81	0.15	0.18	0.29	2.26	0.85
ENSG00000198366.5		0.6	0.14	1.23	1.35	0.13	0	0.71	0.43	1.08	0.45	0.34	0.49	0.17	0.15	0.36
ENSG00000198374.3		0.3	0.4	1.42	2.45	0.59	0	0.53	0	1.67	0.73	0.6	0.22	0.06	0.22	0.53
ENSG00000198388.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198434.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198444.4		0.1	6.92	0.02	0.04	0	5.19	0.25	3.92	10.04	5.26	4.19	17.98	0	2.67	0
ENSG00000198477.3		1.22	1.08	1.16	3.67	1.85	1.72	1.54	1.91	2.26	0.39	2.26	1.2	0.41	2.8	1.53
ENSG00000198518.5		2.13	0.42	2.77	2.97	0.25	0.14	1.64	0.26	2.32	1.38	1.04	1.05	0.79	0.65	1.64
ENSG00000198558.2		0	0	0.21	0	0	0	0	0.33	0	0	0.35	0	0	0	0
ENSG00000198566.7		0	0.21	0.09	0.58	1.5	0	0	0.86	0.33	0	0.14	1.14	0.12	0.12	0.37
ENSG00000198632.7		0	0	0	0	0.48	0	0.22	0	4.26	0.1	0.43	0	0	0	0
ENSG00000198657.3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198683.2		8.53	47.93	10.49	11.98	18.4	22.13	12.54	12.6	53.14	8.99	19.05	75.59	38.94	31.57	49.14
ENSG00000198750.7		4.08	1.99	3.89	2.73	3.6	1.18	3.85	0	3.71	1.55	3.66	0.68	1.28	6.61	6.09
ENSG00000198877.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198946.3		13.25	0	0	0	0	0	0.03	0	0.55	0	0	0	0	0	0
ENSG00000198986.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199004.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199066.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199071.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199187.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199214.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199235.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199262.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199287.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199432.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199641.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199678.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199727.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199769.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199876.1		0	0.1	0	0.19	0	0	0	0	0	0	0.12	0.19	0	0	0.14
ENSG00000199980.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200037.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200042.1		0	0	0	0	0	0	0	0	0	1.12	0	0	0	0	0
ENSG00000200066.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200115.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200127.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200130.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200141.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200154.1		0	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0
ENSG00000200181.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200270.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200347.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200510.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200606.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200649.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200658.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200662.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200735.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200833.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200843.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200980.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201080.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201105.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201126.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201138.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201204.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201227.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201283.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201378.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201425.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201450.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201509.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201614.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201678.1		0	0	0	0	0	0	0	0	0.39	0	0	26.75	0	0	0
ENSG00000201792.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201853.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201862.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202012.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202064.1		0	0	0	0	0	0	1.12	0	0.08	0	0	0	0	0	0
ENSG00000202067.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202072.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202077.1		3.98	0	62.81	1.88	0	0	9.03	30.47	0	2.51	8	7.79	2.15	0	0
ENSG00000202105.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202107.1		0	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0
ENSG00000202129.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202140.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202178.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202220.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202250.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202482.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202487.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202496.1		3.23	0	5.53	0	2.85	0	3.27	7.07	0	0	2.75	0	0	0	0
ENSG00000203257.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203260.2		0	0	0	0	0	0	0	0	0	0	0	0.05	0.25	0	0
ENSG00000203268.3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203276.2		0.08	0.16	0.13	0.08	0	0.21	0.09	0.13	0.09	0.03	0.02	0.21	0.08	0.03	0.23
ENSG00000203281.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203284.1		0	0	0.47	0	0	0	0	0	0.18	0	0	0	0	0	0
ENSG00000203285.1		0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
ENSG00000203301.2		0.13	0	0.15	0.19	0.07	0.17	0.21	0.1	0.01	0.13	0.1	0.14	0.05	0	0
ENSG00000203305.1		0.18	0	0	0	0.06	0	0	0.48	0.08	0.16	0	0	0	0	0
ENSG00000203306.3		0	0.06	0.15	0.13	1.59	3.08	0.37	6.49	0	0.27	0.13	0.75	0.03	0.14	0.03
ENSG00000203314.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203315.1		0	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0
ENSG00000203316.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203317.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203318.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203343.2		0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0
ENSG00000203344.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203346.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203372.2		0	0.05	0	0	0.45	0	0	0	0.05	0	0	0	0	0	0.22
ENSG00000203377.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203384.2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203394.2		0	0	0	0	0	0	0	0	0	0.06	0	7.7	5.78	0.08	0
ENSG00000203400.3		0	0.19	0	0	0	1.83	0.08	0	0.09	0.19	0.94	0	0	0	0
ENSG00000203401.4		0.31	0.34	0.26	0.55	0.31	11.86	0.34	0.7	0.2	1.43	0.61	0.49	0.16	1.43	0.05
ENSG00000203403.2		0	0.1	0.14	0.04	0.7	0.02	0	0.15	0.01	0	0.02	0.02	0	0	0.09
ENSG00000203415.2		0	0	0.03	0	0	0	0	0	0	0.02	0	0	0	0	0
ENSG00000203418.2		0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0
ENSG00000203421.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203422.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203423.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203424.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203425.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203426.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203427.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203428.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203430.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203431.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203432.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203433.1		0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0
