Hugo_Symbol	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO005	05CO006	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004
hsa-miR-103b	11.6213	11.7439	12.0936	12.272	12.2339	10.6973	11.8249	11.5834	9.3968	11.0764	11.6518	11.0177	12.4988	12.3202	11.1308	10.5749	11.268	10.1801	12.2452	11.7968	11.6133	11.6544	11.5677	12.0921	10.5705	11.4513	11.6896	11.3354	11.1546	11.8838	11.696	11.8327	11.0721	11.6132	11.7826	11.7025	11.4175	11.9173	11.7353	11.9719	11.923	11.786	10.907	11.396	12.1087	11.8021	11.2315	11.3486	10.6802	11.1007	11.5576	10.5918	11.2304	11.5421	10.9525	10.929	10.5909	11.9867	11.7626	11.118	10.845	10.8122	11.6728	11.272	12.1515	11.0832	11.3549	11.1505	11.1508	11.245	10.9489	11.4848	11.7993	11.0806	11.417	11.9936	10.9852	11.3974	11.5215	11.4326	11.0021	11.3568	12.0475	11.8702	11.6638	11.832	11.3685	11.625	11.3683	10.9944	10.5894	11.2882	11.387	11.461	11.4874	11.5767	11.3763	11.996	11.8287	11.0097	11.9451	11.8428	11.3011	11.159	11.4372
hsa-miR-105-5p	2.4394	0	1.0681	0	0.5006	0.6929	4.1631	0	0	0	0	2.825	0	3.1874	1.5129	0.9665	0.5575	0	0.3276	0.2265	0.2115	0.3014	0.2252	0	0	0	0	0.9677	0	0	0	0.3514	0	0	0.621	0.2778	0.8552	2.9127	1.2042	0.1349	0	0	0.4186	0	0.2985	0	0	0	0	0	2.8923	0.155	0	0	0.2337	0.413	5.2023	0	0	0	0.2009	0	0	0	2.6671	0.6847	0.233	0.3871	0.7349	0.635	0	0	1.4407	0	0.5469	0.4731	0	0.1788	0.5777	4.8541	0	0	0	0.6657	0	4.5218	0	0.3377	0.6485	0	0.8217	0	0.2131	0.9441	0	4.5819	0	0	0	0.9128	0.7417	0.3247	0	5.6212	0
hsa-miR-106a-5p	4.4112	6.3689	2.1314	3.039	2.7495	1.7276	3.28	4.2409	0.5477	4.1924	3.7293	2.61	3.9396	5.9045	4.0946	1.1326	2.4267	2.5954	2.9393	2.4223	1.9906	1.3931	3.2009	3.4573	1.6274	3.8995	2.7994	1.0365	1.2143	2.0189	3.2972	2.2745	2.1173	2.2624	1.5275	2.401	3.7686	2.5722	1.8359	2.0312	2.7994	2.6948	2.5	2.2994	2.7294	2.1117	2.1642	3.2767	3.2613	2.5923	3.3261	3.9675	1.5787	2.604	3.7659	1.8016	2.4162	3.919	3.4648	3.1071	4.0301	2.4795	3.2205	4.7332	3.6499	3.4466	2.9967	2.1327	3.4498	2.0947	3.3311	2.5595	1.6274	3.1754	2.8903	3.2189	3.1624	1.5424	2.5767	3.1782	1.8811	0.6322	1.7437	1.9751	3.7826	3.8182	2.5809	3.4125	3.4422	2.3618	3.0396	3.8645	4.9948	3.8661	2.4276	1.3051	2.9206	4.5651	3.3013	3.6205	3.328	2.5454	1.4995	2.6995	2.602
hsa-miR-106b-3p	8.6288	7.9	8.079	7.3156	9.3402	7.8559	8.2838	7.4833	6.2444	8.2429	8.6281	7.8594	9.024	8.621	8.3613	9.4772	8.5146	7.3275	9.0053	9.0593	9.8537	9.1425	7.5349	7.4438	7.314	7.7225	9.3247	8.3622	7.9577	9.343	8.8649	8.2242	8.259	8.9739	9.1432	8.4882	8.4452	8.6704	7.9155	8.5234	8.495	8.1125	8.1453	8.3647	8.4673	8.8007	8.4583	8.7704	7.1655	7.7722	8.2077	7.7429	7.9672	7.7028	6.8122	8.1823	9.1179	8.7406	7.4284	8.7097	6.9148	7.1923	8.353	7.0956	8.1545	8.7997	8.3525	8.1675	7.6259	8.4337	6.9608	8.2594	8.2151	8.4085	8.615	8.2078	7.3808	8.6169	9.2044	8.0886	6.6759	8.2335	9.6135	8.8783	8.7303	9.128	9.5291	7.3649	8.6446	8.3029	7.2904	7.8266	8.6098	7.7812	8.0922	8.9538	8.6086	7.5807	8.157	7.3848	8.3036	8.7606	8.6408	8.7284	7.5868
hsa-miR-106b-5p	6.2932	6.7841	5.9382	6.5046	6.5436	3.8642	6.822	6.974	3.7012	5.5888	5.9372	7.3631	6.4477	6.446	5.6091	3.9807	6.1834	6.0366	6.5048	5.9312	6.3683	5.2295	5.5993	6.0538	4.4919	7.5369	7.7249	5.5199	5.1606	6.4304	6.3987	5.4155	6.0272	5.2222	5.8949	6.1028	7.5141	5.8254	6.1355	6.1912	6.6415	6.3511	7.0073	5.0559	5.9996	5.7194	4.9598	6.3204	6.647	7.513	5.3202	7.9017	6.3593	5.9932	5.3075	5.6035	6.3522	5.5046	7.7643	6.8063	6.3505	6.7034	7.9444	6.4136	6.4125	5.8455	6.4345	5.6479	6.4289	5.8692	6.0818	5.7674	5.9044	6.7141	6.6315	5.9845	6.2424	5.6987	5.6905	5.2884	6.5653	4.4344	6.2884	5.3791	5.6074	6.6559	6.4308	5.6826	5.6879	6.1941	6.3524	5.0235	6.0088	4.7774	5.5987	4.927	4.8001	7.398	5.6627	5.678	6.7685	5.8165	5.5675	7.1087	7.0549
hsa-miR-107	8.4726	8.875	9.0991	8.7286	9.5124	7.8689	8.9971	8.2618	6.4898	7.7047	8.6197	7.7515	8.8527	9.5459	8.0003	7.7408	8.1098	6.8776	9.8418	8.6577	8.7177	8.3481	8.9984	9.1753	7.7614	8.3796	8.5628	9.5345	8.0933	8.6105	8.6241	8.3758	8.6159	7.9385	8.8524	9.2073	9.2337	8.8573	8.3599	9.0372	9.0114	8.7494	8.3797	8.0518	8.9411	8.7024	8.1903	8.6521	7.6297	8.5219	8.6824	8.1603	8.2975	8.2506	7.2368	7.7476	7.5538	8.9764	9.1271	8.011	8.0311	7.6176	8.2142	8.2497	8.9739	8.3451	8.0813	8.5552	7.8503	8.1943	7.4719	8.3643	8.8917	8.6656	8.847	8.8686	7.8688	8.505	8.9215	8.388	7.5881	8.4932	8.8705	8.4911	9.2242	8.6936	8.6797	8.5002	8.6591	7.7253	7.7593	8.2882	8.1993	8.4585	8.2528	7.954	7.7538	8.8407	8.3422	7.9372	9.1763	9.0189	8.2698	8.0345	7.9741
hsa-miR-10a-3p	5.4996	5.6998	6.9182	6.2706	7.1399	5.8079	6.9313	5.1308	5.9352	3.9631	5.6507	6.0304	4.778	5.8754	5.4606	4.5643	7.7765	6.615	6.5785	5.1119	6.7348	5.4059	7.1532	5.7003	7.0836	7.2669	7.3629	5.0325	5.5959	7.8373	7.3517	6.4288	8.581	7.2966	6.5355	5.91	6.6684	6.5608	7.4721	6.1867	7.7231	7.5312	6.6289	7.4974	5.9787	5.7902	6.9251	3.9868	6.5409	7.7542	6.6067	6.1704	8.0559	5.3129	8.106	7.8171	5.046	5.9532	5.7174	5.9738	6.8381	6.9515	5.6876	5.7587	6.3402	5.44	7.5681	7.8395	5.6113	5.0045	7.1247	7.0584	5.982	6.6369	3.6061	7.4659	6.331	5.1061	7.5632	6.479	6.5732	5.4332	6.4598	4.9587	6.9963	3.0235	7.5175	6.8179	5.5595	6.6051	6.0167	6.7248	6.8187	5.6798	6.3588	5.1704	6.0392	6.3252	5.9523	5.5865	6.6299	6.0247	6.4104	5.9406	6.4977
hsa-miR-10a-5p	15.3915	15.4983	16.2316	16.136	16.026	15.3745	16.3542	14.8237	15.6654	14.3479	15.864	15.8583	14.9182	15.774	15.6159	15.0721	15.9902	16.2042	16.078	14.5317	16.1609	14.8997	16.6923	15.5243	16.3638	16.8939	16.3969	15.0145	16.2823	16.6696	16.9282	15.6201	18.0159	16.1988	16.9256	15.6307	16.1491	15.8658	17.0081	15.6959	17.0408	16.9691	16.3166	17.1176	15.662	15.5254	16.9014	13.8543	16.4264	16.7725	16.3537	16.0393	17.4723	15.0615	17.4287	16.2471	15.0772	16.0766	15.7525	15.9883	16.7647	16.85	15.7582	15.841	16.3465	15.6025	16.8575	17.4341	15.3223	15.211	16.7489	16.8471	15.9235	16.3717	13.0557	16.932	16.0468	14.7308	16.6208	16.2306	16.362	14.7172	15.8455	14.6759	16.2428	13.0527	16.7519	16.8318	15.2619	15.9563	15.6482	16.1684	15.9788	15.4375	15.9278	15.1249	16.0758	16.1598	15.1988	15.438	16.5203	15.4956	16.251	15.6758	16.0949
hsa-miR-10b-3p	2.9329	1.3241	3.5133	2.1398	1.4554	2.5685	2.9588	2.3403	1.5095	1.2061	3.4638	2.6335	4.136	2.9497	1.5783	0.9665	4.3794	3.8245	3.3829	2.8321	2.5977	3.1909	3.6031	3.5471	2.7446	3.6399	4.9024	1.8781	3.5313	3.2212	4.1128	3.677	3.4616	2.7959	2.4784	3.2892	3.2264	3.4191	3.4759	3.222	2.5913	3.1935	2.4267	3.5349	3.589	3.2897	2.8087	3.6853	3.4707	3.8377	2.7874	2.7131	3.936	3.2354	1.6371	3.2152	2.2825	3.6186	2.7312	3.8676	2.9767	3.1451	3.2666	1.9936	2.3074	3.3377	3.8749	2.7756	4.0444	3.5919	4.0576	3.3273	3.5959	3.3842	2.6555	3.9769	3.8588	4.4227	2.888	3.4846	3.7043	2.5045	2.8292	3.2919	2.4106	2.3896	2.4281	3.0448	1.7905	3.5708	4.6758	2.3795	3.8612	3.5954	3.5346	1.979	2.514	3.2378	3.2737	3.244	2.4375	2.3329	3.3552	3.1307	3.8692
hsa-miR-10b-5p	14.0395	12.9122	14.5655	13.7643	11.5017	13.4721	14.0864	13.4337	12.4826	11.8974	13.7931	14.5718	15.6898	14.266	13.1254	12.2641	15.3949	15.7751	14.6219	13.7416	13.9708	14.5934	14.984	15.1883	13.6399	15.2642	15.6608	12.1394	15.4244	13.2756	15.3607	14.4656	14.7008	13.2866	13.9367	13.9208	14.2778	14.2501	14.8143	14.4645	13.4021	14.7109	13.684	14.6222	14.9656	14.411	13.804	14.6612	14.8071	15.2011	14.1817	14.2844	15.258	14.9728	12.837	13.1512	13.6705	15.1468	14.3267	15.5977	14.5138	14.8132	14.7984	13.5783	13.9953	14.9004	14.4516	13.8815	15.2042	14.9432	15.1689	14.6542	14.8286	14.3457	13.1731	14.6695	15.0292	15.0796	12.9923	14.6775	15.5286	13.1426	13.7145	14.0027	12.7253	14.202	13.3377	14.9465	12.5566	14.792	16.0499	13.3607	14.7983	15.0903	15.1057	13.5735	14.0502	14.6581	14.425	14.5879	13.8028	13.756	15.54	14.3537	15.5412
hsa-miR-1179	0	0	0.3496	0	0	0	0.1735	0	0	0	0	0	0.2097	0.2217	0.3389	0.5627	0	0	0.1731	0	0	0.1586	0.5916	0	0	0.7672	0	0	0	0	0.2263	0	0	0	0	0.2778	0	0.2605	0.1066	0.1349	0.664	0	0.7427	0.5565	0.5457	0.3072	0	0.3515	0.4849	0.7283	0.43	0	0	0.3677	0	0.413	0.5996	0	0.3293	0.9592	0.2009	0	0.8127	0.3202	0.3275	0.4904	0.7665	0	0.7349	0.635	0.3999	0	0.4021	0	0	0	0.3714	0.7308	0.3176	0.5293	0.2174	0	0.5556	0	0	0	0	0.7306	0.25	0	0.2272	0.2523	0	0.4537	0.1732	0	0.6074	0.2094	0.4587	0.6132	0.1323	0.8133	0.2538	0.8613	0
hsa-miR-1180-3p	6.3724	5.8616	6.0258	4.7307	7.1485	6.7126	6.1636	4.9048	4.9763	5.6866	6.6523	4.7775	7.237	5.156	6.0302	7.067	6.894	7.0135	6.563	6.389	7.8102	6.5889	5.0342	4.9979	5.8021	5.6069	6.4382	5.7302	4.5512	6.5626	5.8381	5.4557	5.9039	7.5866	6.475	5.3012	4.5473	5.8077	5.7058	6.2969	6.183	5.0369	4.0432	5.3743	6.2217	6.1497	5.5694	4.3247	4.2687	4.6609	5.166	5.2382	5.795	5.4485	5.5783	6.5415	5.5184	5.3048	4.8142	5.5799	4.0345	4.874	5.3177	4.2587	5.8976	5.1949	5.2931	5.161	5.7394	5.7934	4.4117	6.6889	5.8231	5.2919	5.8153	6.2236	5.0765	5.5639	5.8135	4.8929	4.1232	6.393	5.6865	6.5277	7.3182	6.5291	5.0762	5.1247	6.7123	5.951	5.0911	5.4962	6.6442	5.361	5.82	5.8154	6.2876	5.5853	5.6768	5.0112	5.1871	5.6717	5.2599	6.0628	3.771
hsa-miR-1185-1-3p	0.6351	1.8902	2.7467	0.9807	2.6858	0.9447	1.5127	1.8746	0.9438	1.764	2.1796	2.8985	1.6786	1.8609	2.314	1.4166	2.8131	2.3988	1.8531	1.793	2.6888	2.238	1.8215	2.4472	1.2106	1.884	2.2557	1.283	1.9281	2.7418	2.1547	2.4302	1.809	2.6768	1.5275	1.5931	2.3348	2.4729	1.7231	2.6648	2.1342	2.5137	1.2306	2.3222	1.8953	3.2483	2.2591	0.9751	1.5348	1.7918	2.1329	1.9106	2.0072	2.255	2.2836	2.1093	1.6737	2.1505	2.238	2.3392	1.7824	2.7666	3.5254	1.5793	2.2698	1.6285	2.0241	2.1327	2.9514	2.7068	3.0334	2.0044	2.1984	2.231	1.7245	2.4238	2.4729	2.4497	2.0279	2.5905	2.3864	1.329	2.2856	2.9798	2.4003	0.9256	2.5601	1.6967	2.0097	2.0374	0.9546	2.3795	2.2453	2.0176	2.8454	1.979	1.3325	1.4425	2.5976	2.032	1.4224	2.098	1.7905	2.2715	1.9865
hsa-miR-1185-2-3p	1.4109	1.1395	1.0363	0	1.477	0	0.8725	0.7093	0	1.063	1.202	1.2936	0.9633	0.8524	1.6409	0.7787	0.8786	1.0282	0.654	0.511	0.7745	1.1122	0.2252	0.2901	0.5903	0.1596	0.6746	0.739	0.5802	0.9792	0.7956	0.9578	0.5857	0.1507	0.3437	0.1456	0.6223	0.6724	0.2059	0.622	0.8626	0.9193	0.4186	0.9571	1.0779	1.3903	0.4769	1.332	0.2627	0.8646	0.7609	0.8732	0.71	0.9037	0.2337	0.996	0.9274	1.1625	0.9239	0.5579	0.583	1.0148	1.094	0.5821	0.8193	0.744	1.4142	0.3871	0.8127	1.9124	1.0827	0.8099	0.7626	1.0188	0.2992	1.1771	0.7942	0.8234	0.4535	1.2201	0.2174	0.1858	1.4655	0.5258	1.2175	0	1.3485	0.3377	0.463	0.8468	0.1181	1.4434	1.0249	0.5479	1.1453	0.3721	0.4505	0.2094	0.6429	0.6941	0.3104	1.0069	0.619	0.6429	0.9114
hsa-miR-1185-5p	1.0745	2.0027	1.0681	1.2987	1.0363	0	1.4124	2.105	0	0.9041	0	1.5859	0.7011	0.5833	1.2167	0	0.3945	0	0.5944	0.4223	0.2115	0.1586	0.5916	0.7382	0	0.3033	1.1325	0.2523	0	0.637	0	0.3514	0	0.4117	0.3437	1.1851	1.9878	0.4811	0.998	1.1853	0.9524	0.3273	1.2306	0.5565	0.9407	2.1888	1.0318	0.3515	1.6767	1.3089	0.6049	2.1006	0.71	0.6604	1.1577	0	0	0.6326	1.9336	1.9383	1.8236	2.1521	1.954	1.6945	0.8193	0	0	0	1.4706	0.3521	1.8934	0.8099	1.1928	0.6922	0.9425	0.2558	1.215	1.2136	0.5777	0.6699	2.0884	0.8678	0.9557	1.1194	0.5404	1.1086	0	1.1288	0	0.4382	0.3286	0.6537	0.9673	1.3094	1.0148	0	0	2.2474	0.6429	1.1608	1.4979	0.8133	1.2305	1.1539	1.3793
hsa-miR-1197	0	0.3794	1.0681	0	0.2215	0	0.3284	0.5927	0	0	0	1.1383	0	0	0	0.5627	0.9586	0	0	0	0.2115	0.8585	0.5916	0.5314	0.2657	0.5538	0.9466	0	0	0.3533	0.2263	0.1864	0.4156	0.4117	0	0	0.8552	0.4811	0.2059	0.8352	0.3031	0	0	0	0	0	0	0.3515	0.4849	0.5777	0.43	0.5397	0	0.6604	0.2337	0	0	0	1.1902	0.9592	0	1.3397	1.2398	0.5821	0.3275	0.266	0.233	0.3871	0.8278	0	0.5648	0.3231	0	0	0	0.6618	0.1976	0.481	0	0.5293	0.5733	0.6322	0	0.476	0	0	0.3308	0.4809	0.25	0	0.1181	0.2523	0.2131	0	0.1732	0.9128	0.3941	0.2094	0.2475	0.6132	0.1323	0.3247	0.2538	0.3855	1.3793
hsa-miR-122-5p	1.0745	0.3794	0	0.5721	0.9356	0.9447	0.1735	0.5927	0	0.5217	1.0805	0	0.2097	0.5833	1.0422	0	0.2107	1.1077	0.4671	0.2265	0.5595	0	0	0.9189	0	0	0.1795	0	0.7313	1.0773	0	0.7566	0	0.9933	0.8535	0	1.0556	0.6724	0.2988	0.3719	0	0	0	0	0.5457	0.3072	1.0318	0.634	0.3781	0.7283	0.7609	0	0	0.3677	0	0.7337	0.3308	0.8684	0.5972	0	0.3772	0.2526	0	0.3202	0	0	0	0.5476	0.4137	0.8713	0.3999	1.003	0.5678	0	0.7582	0.4731	0.6666	0.1788	0.3176	0	1.8811	0	0.3044	0.476	0.5404	0	0	0	0.463	0	0.4234	0.4669	0.7109	1.0764	0	0	0	0.5544	0	0.6132	0.2534	1.0069	0	0.6893	0.4009
hsa-miR-1226-3p	2.4394	2.1163	2.5355	1.5591	2.6385	1.5867	2.0907	2.4109	1.3445	2.2337	1.8485	1.6791	3.5535	2.4332	2.9792	2.4041	1.6428	2.3007	2.0211	1.6828	3.2279	3.0361	1.8889	1.5044	0.684	2.674	2.7717	3.2046	1.2143	2.2884	2.6074	1.962	2.665	2.3113	1.5933	2.7049	1.6587	2.2509	1.6544	2.3689	3.0541	0.8188	1.0072	1.4046	2.2258	2.8418	1.7995	1.2507	1.3773	1.6098	1.3577	1.7085	2.5082	1.9645	1.3689	2.3155	2.9687	1.5491	2.6153	0.9592	1.4816	2.0222	2.4296	1.8518	2.1087	2.0131	1.894	1.3441	1.3505	2.6444	0.7588	2.5285	1.9002	2.5162	1.6202	1.5076	1.9769	2.1896	1.7918	1.5093	1.393	2.9258	3.0902	2.8971	2.8576	2.5876	1.4876	1.5743	2.7389	2.7773	1.6273	1.3383	2.1707	0.9441	1.6697	3.3392	3.7051	2.7274	1.7794	1.1608	2.6288	1.1776	1.3442	3.1803	2.0154
hsa-miR-1226-5p	0	0	0	0	0.115	0	0.1735	0	0.3872	0	0.4559	0.4858	0.7011	0.1151	0	0	0.2107	0.2998	0.4671	0.2265	1.1784	0.9481	0.2252	0	0	0.7672	0.6135	0	0	0.3533	0.4218	0.1864	0.7379	0.7316	0	0	0.3444	0.8412	0.1066	0.4772	0.664	0.5939	0.4186	0.3049	0	0.9628	0	0.3515	0	0.7283	0.43	0.155	0	0	0.2337	0.413	1.1943	0	0.3293	0.2496	0	0	0.5399	0.8037	0	0	0.6096	0	0	0	0.2138	0.3231	0	0.2693	0.2992	0	0	0.1788	0.3176	0	0.4063	0	0.3044	0.6657	0	1.5496	0.5998	0	0	0.4382	0.1181	0	0.2131	0.2446	0	0.6676	0.7933	0.2094	0.2475	0	0.3652	0	0.2538	0.2681	0.7142
hsa-miR-1227-3p	1.6835	1.1395	0.6307	0.7908	1.9952	0.9447	0.922	1.3357	0.3872	1.3362	1.6914	1.2639	2.4065	0.5833	1.7585	1.5401	1.3631	1.1077	1.7747	0.8877	2.26	1.6281	0.5916	1.0796	1.3883	0.5538	2.4606	1.8781	0.7313	1.5571	1.0135	1.0726	0.4156	0.7316	0.8535	0.5106	0.6223	0.7309	1.2042	1.7867	1.2647	0.5939	0	1.5275	0.7567	0.9628	0.8347	0.3515	0.6773	0.4096	0.9672	1.1683	1.949	1.455	0.2337	1.2178	1.6142	0.6326	0.823	0.6476	0.6759	0.8201	0.3814	0.8037	0.5942	1.0088	0.9079	0.3871	0.9974	1.8024	0.9696	1.4632	0.4021	1.158	1.2526	1.2377	0.7942	0.8412	2.4416	0.5293	0.5733	2.2778	2.1774	1.6552	0.5404	0.8245	1.1946	0.1787	1.3297	0.9162	0.8897	0.8191	1.0803	0.9441	0.4675	2.1797	2.3459	1.2664	1.4246	1.7203	1.7657	0.8133	0.8996	1.1539	0.8271
hsa-miR-1228-3p	0	0	0.9365	0	0.3207	0.6929	1.1046	0	0.3872	1.3362	0	0.9267	1.0669	0.6611	0.3389	0.5627	1.3631	1.3879	0.9201	0.7486	0.7179	1.0595	1.0099	0.5314	0.3822	0	0.1795	0	0.4115	0.8739	0.4815	0.9747	0	0.7316	0.621	0	0	1.6676	0.6904	1.4148	1.2291	0.5939	0	0.3049	0.2985	0	0.3347	0.8701	0.3781	0.2193	0.5201	0	0.8438	0.3677	0.2337	1.2178	1.022	0.8684	0.3293	0	0	0.4675	0.8127	0	0	1.0088	1.5061	0	0.1515	0	0.7127	1.003	0.6439	0.2693	0.776	0.6618	0.9667	0.0922	0	0.5293	0.4063	0.9726	1.2686	1.5628	0.9888	0.8245	1.111	0.1787	0.6485	0.2357	0.3286	1.3383	1.2346	1.0764	0.7118	1.1222	1.3622	0.2094	1.086	0.2346	0.7825	1.0069	0.2538	1.1866	0.8486
hsa-miR-1229-3p	1.6835	1.7681	1.1595	1.5591	2.1516	0.9447	1.0463	1.1827	0	1.063	1.3141	0.8486	2.2253	1.4562	1.5783	2.5286	1.2244	1.9589	1.5419	1.0145	2.3296	2.1273	1.1262	0.7382	1.0079	0.7672	2.0633	1.6772	0	1.5571	1.0135	1.4888	0	1.4067	0	1.3139	1.0556	0.8412	0.8827	1.8469	2.9269	0.5939	0	1.1222	0.7567	1.7539	1.3601	1.0729	0.1373	1.1038	1.3577	0.8431	1.9687	1.2936	0.8411	1.2178	2.0328	0.8684	1.6093	0.732	0.8048	0.4675	1.5689	1.1652	1.3386	0.8558	0.6096	0	0.7349	1.0744	0.5648	1.5889	0.7163	1.158	0.7582	0.8287	0.5265	1.1145	1.4456	0.3735	0.8585	1.2478	2.3199	1.5628	1.9832	2.3896	0.8264	0.9434	1.0943	1.7254	0.7865	0	1.2826	0.4537	1.1031	2.0828	1.3622	1.5995	0.8062	0.6132	1.2291	1.1776	0.4696	2.5732	1.3342
hsa-miR-1233-3p	0	0	0.039	0.0365	0.0951	0.0461	0.0193	0	0	0.1521	0	0	0.0236	0.0496	0.0397	0	0.0676	0.0329	0.0569	0.0998	0.1959	0.3213	0.1229	0.0318	0	0.0334	0.0754	0.0541	0.0493	0.0819	0.1223	0.1919	0.0498	0.1834	0	0.0615	0.0384	0.1155	0.1099	0.0845	0.0676	0.0382	0	0.1018	0.1317	0.1026	0	0	0.0441	0	0.0969	0.0332	0.0475	0.0835	0.0512	0	0	0.0412	0	0.0284	0	0.057	0.0441	0	0	0.0289	0.1015	0.0884	0.0167	0.0816	0.071	0	0.023	0	0	0.0578	0.021	0.1329	0.108	0.0223	0.0462	0.0412	0.1016	0.3628	0.0984	0.0574	0.0725	0	0.1079	0.0267	0.0257	0	0.0464	0	0.057	0.3175	0.1205	0.0235	0.0544	0.1034	0.0572	0.1106	0	0.0592	0.0241
hsa-miR-1234-3p	1.0745	0.3794	0.3496	0.1657	1.9952	0.9447	0.7129	0.5927	0.3872	0.7256	0	0.2633	1.1708	1.1671	0.8436	0.5627	0.704	0.2998	0.8195	2.0217	1.5335	1.0325	0.8835	0.2901	0.49	1.2654	0.7333	0.6539	0.9929	0.8739	0.4218	1.6175	0.4156	0.7316	0	0.5106	1.3884	1.7964	0.7574	0.9856	1.2647	0	0	0.3049	0.2985	0.3072	0	0	0.1373	0.2193	0.9016	0.5397	0.9662	0.9037	0.9102	0	1.1943	1.0709	1.0183	0.6476	0.2009	0.4675	0.6827	0.8037	1.0139	0.4904	0.7665	0.692	0.4137	0.8713	0.9696	0.8099	1.0876	0.8647	0.2992	1.1138	1.0199	0.481	0.798	0.3735	0	0.3505	0.7695	1.1194	0.2954	0.4704	0.5998	0.1787	1.2168	0.6157	0.5124	0	0.5633	0.9441	0.3278	1.6133	1.0336	1.0658	0.8062	0.2346	0.8985	0.8133	0.6572	0.494	0.566
hsa-miR-1237-3p	1.0745	1.3241	1.5455	1.1484	1.878	1.316	1.48	1.0115	0	1.764	0	0.8486	2.0565	1.27	1.1321	2.1174	1.6061	1.1077	1.8784	2.345	2.1616	1.7327	1.4275	0.9189	0.684	0.7672	1.8252	1.1022	0.7313	1.8064	0.8868	2.1752	0.7379	1.8648	1.9851	1.7379	1.0556	1.9147	0.998	2.179	1.1927	1.1016	0.4186	0.9571	1.2505	1.852	1.5262	1.5516	0.1373	0.4096	1.0299	0.7489	0.5625	1.2936	0.9102	1.5796	0.5996	1.6788	0.5972	0.4622	0.6759	0	1.042	0.4571	0.8193	1.1471	1.299	0	0.8278	1.5534	0.5648	1.1732	0.9741	1.2849	1.7245	1.4575	0.9115	1.1291	2.7363	0.3735	0.4063	1.9067	2.6247	1.4641	2.2127	1.8869	1.0222	1.1288	1.0943	1.9407	1.0763	1.8007	1.6181	1.0764	1.265	1.3051	1.3325	1.5231	2.5523	1.0421	0.9352	1.8679	0.2538	1.2186	1.0848
hsa-miR-124-3p	1.0745	0	0.6307	0.3142	0	0	0	0.3265	0	0.7256	0.8017	0	0.3927	0	0	0	0.2107	0	0.1731	0	0.396	0.4314	0.8835	0.9189	0	0	0.1795	0	0	0	0.2263	0.4995	0.4156	0	0.3437	0.2778	0.3444	0	0	0.2582	0	0	0	0	0	0	0	0	0.3781	0	0.231	0.155	0	0.3677	0	0	0.3308	0.3507	0	0.4622	0.8048	0.6545	0	0.5821	0	0.4904	0	0	0.8278	0	0	0.5869	0.7163	0.4962	0	0	0.3714	0.3378	0	0	0.2174	0	0.3044	0.476	0	0	0	0.1787	0.25	0	0.5124	0	0	0.2446	0	0.6676	1.0336	0	0.2475	0.6132	0.1323	0.3247	0.4696	0.1402	0.566
hsa-miR-1245a	1.0745	0	0.3496	0	0	0	0	0	0	0.2843	0	0.6786	0.5551	0.1151	0	0	0	0	0.3276	0	0	0.3014	0.42	0	0	0	0.6135	0	0	0	0.8868	0.3514	0	0	0	0	0.8552	0	0.1066	0	0.4337	0	0.4186	0	0.9407	0	0	0.634	0	0.5777	0.9016	0.2949	0.5625	0.9037	0.4348	0.413	0	0	0.3293	0.2496	0.3772	0	0.8127	0.3202	0.5942	0	0.233	0	0.2886	0.8713	0.2138	0.5869	0.7163	0.4962	0	0	0	0.3378	0	0.6699	0.4063	0	0.3044	0.6657	0.2954	0	0	0	0.463	0	0.2272	0.2523	0.3988	0.6363	0.6545	0.3721	0.7033	0.2094	0	0.2346	0.2534	0.3247	0.9722	0.7779	0.8486
