#Sample Identifier	Patient Identifier	Purity	Ploidy	Genome Doublings	DepMap ID	Name	Site of Finding	Sample Type	Primary Tumor Site	Site Subtype 1	Site Subtype 2	Site Subtype 3	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate
#A unique sample identifier.	Identifier to uniquely specify a patient.	Purity	Ploidy.	Genome Doublings	DepMap ID	Name	Site of Finding	"The type of sample (i.e., normal, primary, met, recurrence)."	Text term to describe the organ sub-division in an individual with cancer.	Site Subtype 1	Site Subtype 2	Site Subtype 3	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate
#STRING	STRING	NUMBER	NUMBER	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER	STRING	STRING	STRING	NUMBER
#1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SAMPLE_ID	PATIENT_ID	PURITY	PLOIDY	GENOME_DOUBLINGS	DEPMAPID	NAME	SITE_OF_FINDING	SAMPLE_TYPE	PRIMARY_SITE	SITE_SUBTYPE1	SITE_SUBTYPE2	SITE_SUBTYPE3	HIST_SUBTYPE1	HIST_SUBTYPE2	HIST_SUBTYPE3	ANNOTATION_SOURCE	CELL_LINE_SOURCE	CHARACTERISTICS	GROWTH_MEDIUM	SUPPLEMENTS	FREEZING_MEDIUM	DOUBLING_TIME_FROM_VENDOR	DOUBLING_TIME	TUMOR_TYPE	TYPE_REFINED	PATHOLOGIST_ANNOTATION	MUTATION_RATE
SKUT1_SOFT_TISSUE	SKUT1_SOFT_TISSUE	1	1.97	0	ACH-000939	SK-UT-1		Primary	Soft_Tissue	smooth_muscle	uterus	NS	NS	NS	NS	CCLE	ATCC	adherent epithelial	EMEM + 10% FBS	NA	5%DMSO		41.6	soft_tissue	soft_tissue	Soft_Tissue:Sarcoma_Leiomyo	448.08848
MDAMB175VII_BREAST	MDAMB175VII_BREAST	1	2.04	0	ACH-000759	MDA-MB-175-VII	pleura	Metastasis	Breast	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	ATCC	Adherent	RPMI+10%FBS	NA	5%DMSO		133.7	breast	breast	Breast:Carcinoma	157.8873017
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.02	0	ACH-000059	SUP-B15		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	acute_lymphoblastic_B_cell_leukaemia	NS	NS	CCLE	NIBRI						NA	B-cell_ALL	B-cell_ALL	Leukemia:ALL	76.86299598
BECKER_CENTRAL_NERVOUS_SYSTEM	BECKER_CENTRAL_NERVOUS_SYSTEM	0.99	2.8	1	ACH-001016	Becker		Primary	Central_Nervous_System	brain	NS	NS	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	CCLE	HSRRB	Adherent			5% DMSO		67.8	glioma	glioma	CNS:Glioma_HighGrade	NA
NCIH226_LUNG	NCIH226_LUNG	1	1.96	0	ACH-000367	NCI-H226	pleura	Metastasis	Lung	NS	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	ATCC		RPMI-1640+10% FBS	NA	5%DMSO		49.8	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	93.36313254
NCIH1666_LUNG	NCIH1666_LUNG	0.99	3.02	1	ACH-000448	NCI-H1666	pleura	Metastasis	Lung	NS	NS	NS	bronchioloalveolar_adenocarcinoma	NS	NS	CCLE	ATCC	adherent	DMEM:F:12 (1:1) +10 %FBS	".005 mg/ml insulin, .01 mg/ml transferrin, 25nM sodium selenite, 50nM hydrocortisone, 1 ng/mL epidermal growth factor, 0.01mM ethanolamine, 0.01mM phosphorylethanolamine, 100pM triiodothyronine, 0.5%(w/v) bovine serum albumin, 0.5 mM sodium pyruvate, 2mM L-glutamine"	5% DMSO		258.6	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	110.7362811
SW1783_CENTRAL_NERVOUS_SYSTEM	SW1783_CENTRAL_NERVOUS_SYSTEM	1	1.89	0	ACH-000883	SW 1783		Primary	Central_Nervous_System	brain	NS	NS	astrocytoma_Grade_III	anaplastic	NS	CCLE	NIBRI						NA	glioma	glioma	CNS:Glioma_HighGrade	273.8360546
ISTMES1_PLEURA	ISTMES1_PLEURA	1	3.31	1	ACH-000569	IST-MES1		Primary	Pleura	NS	NS	NS	NS	NS	NS	CCLE	GNF						NA	mesothelioma	mesothelioma	Lung:Mesothelioma	114.6441614
NCIH1734_LUNG	NCIH1734_LUNG	1	2.63	1	ACH-000675	NCI-H1734		Primary	Lung	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	ATCC	Adherent	RPMI-1640  +10% FBS	NA	5%DMSO		NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	153.1393568
NCIH2342_LUNG	NCIH2342_LUNG	1	4.55	2	ACH-000951	NCI-H2342		Primary	Lung	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	ATCC	mix	DMEM:F12(1:1) + 10%FBS	".005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol,  2 mM L-glutamine"	5 % DMSO		324.8	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	508.1042285
EBC1_LUNG	EBC1_LUNG	1	3.03	1	ACH-000563	EBC-1		Primary	Lung	NS	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	RIKEN	"ADHERENT, EPITHIAL-LIKE"	MEM+10%FBS	NA	5% DMSO		80.5	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	161.3592702
YMB1_BREAST	YMB1_BREAST	1	3.42	1	ACH-001249	YMB-1		Primary	Breast	NS	NS	NS	NS	NS	NS	CCLE	NA	NA	NA	NA	NA	NA	NA	breast	breast	NA	NA
OC316_OVARY	OC316_OVARY	0.99	2.96	1	ACH-001145	OC 316		Primary	Ovary	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	ICLC	Monolayer Epithelial	RPMI-1640+ 5% FBS	2mM L-Glutamine	10%DMSO		48.7	ovary	ovary	NA	NA
HS936T_SKIN	HS936T_SKIN	NA	NA	NA	ACH-000801	Hs 936.T		Primary	Skin	NS	NS	NS	NS	NS	NS	CCLE	GNF						NA	melanoma	melanoma	Skin:Melanoma	172.2454153
T173_FIBROBLAST	T173_FIBROBLAST	0.95	2	0	ACH-000529	T1-73		Primary	Bone	NS	NS	NS	NS	NS	NS	CCLE	ATCC	adherent fibroblasts	DMEM + 10% FBS	"4.5 g/L glucose, 1.5 g/L sodium bicarbonate"	5%DMSO		121.2	osteosarcoma	fibroblast_like	Bone:Sarcoma_Osteo	101.6822973
NCIH322_LUNG	NCIH322_LUNG	1	2.38	1	ACH-000837	NCI-H322		Primary	Lung	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	EACC	Adherent	RPMI1640+10%FBS	2mM L-Glutamine			60.7	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	207.8568338
HS618T_FIBROBLAST	HS618T_FIBROBLAST	1	2	0	ACH-000539	Hs 618.T		Primary	Lung	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	ATCC	Adherent	DMEM +10 %FBS	"4.5 g/L glucose, 1.5 g/L sodium bicarbonate"	5%DMSO		30	lung_NSC	fibroblast_like	Lung:NSCLC_Adeno	108.9966548
HS870T_FIBROBLAST	HS870T_FIBROBLAST	1	2	0	ACH-000340	Hs 870.T		Primary	Bone	NS	NS	NS	NS	NS	NS	CCLE	GNF						NA	osteosarcoma	fibroblast_like	Bone:Sarcoma_Osteo	90.68523156
HS706T_BONE	HS706T_BONE	0.97	2	0	ACH-000071	Hs 706.T		Primary	Bone	NS	NS	NS	NS	NS	NS	CCLE	GNF						NA	giant_cell_tumour	giant_cell_tumour	NA	83.60584105
PANC1_PANCREAS	PANC1_PANCREAS	1	2.82	1	ACH-000164	PANC-1		Primary	Pancreas	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	NIBRI						35.8	pancreas	pancreas	Pancreas:Carcinoma	90.99857815
NCIH2291_LUNG	NCIH2291_LUNG	1	2.99	1	ACH-000718	NCI-H2291	lymph_node	Metastasis	Lung	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	ATCC	"Adherent , small pools of cells with large extracel. Space"	RPMI 1640 +10% FBS	NA	5%DMSO		NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	159.0117836
T47D_BREAST	T47D_BREAST	1	2.89	1	ACH-000147	T-47D	pleura	Metastasis	Breast	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	ATCC	Adherent epithelial	RPMI-1640 + 10% FBS	0.2 Units/ml bovine insulin	5%DMSO		188.6	breast	breast	Breast:Carcinoma	89.96583328
HS742T_FIBROBLAST	HS742T_FIBROBLAST	0.95	2	0	ACH-000230	Hs 742.T		Primary	Breast	NS	NS	NS	NS	NS	NS	CCLE	ATCC	adherent fibroblast	DMEM+10% FBS	NA	5% DMSO		NA	breast	fibroblast_like	NA	100.7269609
BICR56_UPPER_AERODIGESTIVE_TRACT	BICR56_UPPER_AERODIGESTIVE_TRACT	1	2.03	0	ACH-000771	BICR 56		Primary	Upper_Aerodigestive_Tract	mouth	tongue	NS	squamous_cell_carcinoma	NS	NS	CCLE	ECACC	adherent epithelial	DMEM + 10% FBS	2mM GLUTAMINE+0.4UG/ML HYDROCORTISONE	5%DMSO		142.7	upper_aerodigestive	upper_aerodigestive	NA	157.1906164
BICR16_UPPER_AERODIGESTIVE_TRACT	BICR16_UPPER_AERODIGESTIVE_TRACT	1	2.98	1	ACH-000503	BICR 16		Primary	Upper_Aerodigestive_Tract	mouth	tongue	NS	squamous_cell_carcinoma	NS	NS	CCLE	ECACC	ADHERENT	DMEM+10% FBS	2mM L-GLUTAMINE + 0.4UG/ML HYDROCORTISONE	5%DMSO		85.6	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	124.7421995
TE10_OESOPHAGUS	TE10_OESOPHAGUS	0.99	2.78	1	ACH-000318	TE-10		Primary	Oesophagus	NS	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	RIKEN	epithelial-like	RPMI 1640 +10%FBS	NA		NA	NA	esophagus	esophagus	Oesophagus:Carcinoma	126.1761027
SKMEL28_SKIN	SKMEL28_SKIN	1	4.02	2	ACH-000615	SK-MEL-28		Primary	Skin	NS	NS	NS	NS	NS	NS	CCLE	NIBRI						NA	melanoma	melanoma	Skin:Melanoma	124.5888771
BICR6_UPPER_AERODIGESTIVE_TRACT	BICR6_UPPER_AERODIGESTIVE_TRACT	1	2.97	1	ACH-000415	BICR 6		Primary	Upper_Aerodigestive_Tract	pharynx	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	ECACC	Adherent keratinocyte	DMEM+10%FBS	2mM L-Glutamine ; 0.4 ug/ml Hydrocortisone	5% DMSO		119.4	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	108.9208548
BHY_UPPER_AERODIGESTIVE_TRACT	BHY_UPPER_AERODIGESTIVE_TRACT	0.99	2.85	1	ACH-000548	BHY		Primary	Upper_Aerodigestive_Tract	head_neck	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	DSMZ	"epithelial- like polygonal or round and flat cells (sometimes spindle- form, very heterogenous) growing in monolayers"	DMEM + 10% FBS	N/A	10%DMSO	~  70 hrs	67.6	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	158.748475
AZ521_SMALL_INTESTINE	AZ521_SMALL_INTESTINE	1	1.99	0	ACH-001015	AZ-521	NS	Metastasis	Stomach	NS	NS	NS	NS	NS	NS	CCLE	NA	NA	NA	NA	NA	NA	NA	stomach	other	NA	NA
SH4_SKIN	SH4_SKIN	1	2.39	1	ACH-000441	SH-4	pleura	Metastasis	Skin	NS	NS	NS	NS	NS	NS	CCLE	ATCC	mixture of spindle-shaped and epithelial-like cells	DMEM+10% FBS	NA	5%DMSO		68.9	melanoma	melanoma	Skin:Melanoma	109.5410231
KPL1_BREAST	KPL1_BREAST	0.98	3.68	1	ACH-000028	KPL-1	pleura	Metastasis	Breast	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	DSMZ	adherent growing in monolayers(very dense colonies)	90% Dulbecco's MEM + 10% h.i. FBS	NA		~  50 hrs	NA	breast	breast	Breast:Carcinoma	117.7551518
CGTHW1_THYROID	CGTHW1_THYROID	0.98	3.31	1	ACH-001023	CGTH-W-1	sternum	Metastasis	Thyroid	NS	NS	NS	follicular_carcinoma	NS	NS	CCLE	DSMZ	Adherent large epitheloid cells with long processes growing in monolayers with multilayer foci	RPMI1640+10%FBS	NA	10%DMSO	20-25hrs	31.6	thyroid	thyroid	Thyroid:Carcinoma	NA
TUHR4TKB_KIDNEY	TUHR4TKB_KIDNEY	1	2.44	1	ACH-000495	TUHR4TKB		Primary	Kidney	NS	NS	NS	NS	NS	NS	CCLE	RIKEN	adherent	DMEM+10% FBS	NA	5% DMSO		88.4	kidney	kidney	Kidney:Carcinoma	119.3989118
LS123_LARGE_INTESTINE	LS123_LARGE_INTESTINE	1	2.66	1	ACH-000501	LS123		Primary	Large_Intestine	colon	NS	NS	adenocarcinoma	NS	NS	CCLE			EMEM+10%FBS	NA	5%DMSO		NA	colorectal	colorectal	Colorectal:Carcinoma	110.6272486
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.84	1	ACH-000004	HEL		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	acute_myeloid_leukaemia	M6	NS	CCLE	DSMZ	"Round cells to occasionally polynucleated, single cells in suspension, few adherent"	RPMI1640+10%FBS	NA	10%DMSO	36 hrs	38.4	AML	AML	Leukemia:AML	98.18537713
HPAC_PANCREAS	HPAC_PANCREAS	1	2.88	1	ACH-000270	HPAC		Primary	Pancreas	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	ATCC	ADHERENT EPITHELIAL;	DMEM:F12 + 5% FBS	Insulin + EGF	5%DMSO		69.7	pancreas	pancreas	Pancreas:Carcinoma	98.3442931
RCC10RGB_KIDNEY	RCC10RGB_KIDNEY	0.98	3.42	1	ACH-000189	RCC10RGB		Primary	Kidney	NS	NS	NS	renal_cell_carcinoma	NS	NS	CCLE	RIKEN	ADHERENT; EPITHELIAL-LIKE	DMEM+10% FBS	NA	5%DMSO		122.9	kidney	kidney	Kidney:Carcinoma	130.9359681
JHOM1_OVARY	JHOM1_OVARY	1	2.7	1	ACH-000237	JHOM-1		Primary	Ovary	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	RIKEN	ADHERENT; EPITHELIAL-LIKE	DMEM:F12+10% FBS	0.1mM NEAA	5%DMSO		60	ovary	ovary	Ovary:Carcinoma	102.7469499
SU8686_PANCREAS	SU8686_PANCREAS	1	3.17	1	ACH-000114	SU.86.86		Primary	Pancreas	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	NIBRI		RPMI-1640+10% FBS	NA	5% DMSO		62.1	pancreas	pancreas	Pancreas:Carcinoma	82.22981768
HCC33_LUNG	HCC33_LUNG	1	2.65	1	ACH-000515	HCC-33	pleura	Metastasis	Lung	NS	NS	NS	small_cell_carcinoma	NS	NS	CCLE	DSMZ	ROUND TO OVOID CELLS GROWING SINGLY OR IN CLUMPS	RPMI-1640+20% FBS	NA	5% DMSO	40 hrs	93.7	lung_small_cell	lung_small_cell	Lung:SCLC	126.7459796
TE6_OESOPHAGUS	TE6_OESOPHAGUS	0.99	2.7	1	ACH-000605	TE-6		Primary	Oesophagus	NS	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	RIKEN	epithelial-like	RPMI 1640 +10%FBS	NA		NA	NA	esophagus	esophagus	Oesophagus:Carcinoma	151.5654424
JHOC5_OVARY	JHOC5_OVARY	1	2.82	1	ACH-000324	JHOC-5		Primary	Ovary	NS	NS	NS	clear_cell_carcinoma	NS	NS	CCLE	RIKEN	epithelial-like	(DMEM: HamF12=1:1) +10%FBS	0.1mM NEAA		NA	NA	ovary	ovary	Ovary:Carcinoma	155.1495548
ACCMESO1_PLEURA	ACCMESO1_PLEURA	0.99	1.1	0	ACH-000086	ACC-MESO-1	pleura	Metastasis	Pleura	NS	NS	NS	NS	NS	NS	CCLE	RIKEN	fibroblast-like	RPMI 1640 +10% FBS	NA		NA	NA	mesothelioma	mesothelioma	Lung:Mesothelioma	112.0205451
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.99	2.14	0	ACH-000245	BL-41		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Burkitt_lymphoma	NS	NS	CCLE	DSMZ	Adherent	RPMI + 10 % FBS	NA	5%DMSO		25.5	lymphoma_Burkitt	lymphoma_Burkitt	Lymphoma:NH_B_cell	84.59612727
SNU1214_UPPER_AERODIGESTIVE_TRACT	SNU1214_UPPER_AERODIGESTIVE_TRACT	1	2.04	0	ACH-000715	SNU-1214		Primary	Upper_Aerodigestive_Tract	larynx	glottis	NS	squamous_cell_carcinoma	NS	NS	CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		96 hrs	NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	193.9530872
CORL105_LUNG	CORL105_LUNG	1	1.76	0	ACH-000161	COR-L105		Primary	Lung	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	GNF						NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	86.52454761
LMSU_STOMACH	LMSU_STOMACH	1	2.6	1	ACH-000255	LMSU	lymph_node	Metastasis	Stomach	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	RIKEN	epithelial-like	HamF10 +10% FBS	NA		NA	NA	stomach	stomach	Gastric:Carcinoma	127.4914675
SNU1197_LARGE_INTESTINE	SNU1197_LARGE_INTESTINE	0.99	2.09	0	ACH-000412	SNU-1197		Primary	Large_Intestine	colon	NS	NS	NS	NS	NS	CCLE	KCLB	epithelial; monolayer	"RPMI 1640 with glutamine(300mg/L), 90%,heat inactivated fetal bovine serum (FBS)10%"	25mM Hepes and 25mM NaHCo3		60 hrs	NA	colorectal	colorectal	Colorectal:Carcinoma	150.2724369
COLO668_LUNG	COLO668_LUNG	1	3.17	1	ACH-000803	COLO 668	brain	Metastasis	Lung	NS	NS	NS	small_cell_carcinoma	NS	NS	CCLE	ECACC						NA	lung_small_cell	lung_small_cell	Lung:SCLC	185.27297
OSRC2_KIDNEY	OSRC2_KIDNEY	0.99	1.64	0	ACH-000159	OS-RC-2		Primary	Kidney	NS	NS	NS	renal_cell_carcinoma	NS	NS	CCLE	RIKEN	epithelial-like	RPMI 1640 +10% FBS	NA		NA	NA	kidney	kidney	Kidney:Carcinoma	96.71783566
HUH6_LIVER	HUH6_LIVER	0.99	2.01	0	ACH-000671	HuH-6		Primary	Liver	NS	NS	NS	hepatoblastoma	NS	NS	CCLE	RIKEN	epithelial-like	DMEM + 10%FBS	NA		NA	NA	liver	liver	Liver:Hepatoblastoma	174.0189681
PANC0203_PANCREAS	PANC0203_PANCREAS	1	3.52	1	ACH-000042	Panc 02.03		Primary	Pancreas	NS	NS	NS	NS	NS	NS	CCLE	ATCC	adherent	RPMI + 10% FBS	NA	5% DMSO		102.2	pancreas	pancreas	Pancreas:Carcinoma	65.59323234
CJM_SKIN	CJM_SKIN	1	1.38	0	ACH-000458	CJM	NS	Metastasis	Skin	NS	NS	NS	NS	NS	NS	CCLE	RIKEN	epithelial-like	HamF10 +10% FBS	NA		NA	NA	melanoma	melanoma	Skin:Melanoma	148.4423551
BICR22_UPPER_AERODIGESTIVE_TRACT	BICR22_UPPER_AERODIGESTIVE_TRACT	1	2.03	0	ACH-000794	BICR 22		Metastasis	Upper_Aerodigestive_Tract	mouth	tongue	NS	squamous_cell_carcinoma	NS	NS	CCLE	ECACC	"adherent; epithelial, keratinocyte"	DMEM+20% FBS	"2mM L-glutamine, 0.4ug/ml hydrocortisone"	5%DMSO		66	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	178.5846787
SHSY5Y_AUTONOMIC_GANGLIA	SHSY5Y_AUTONOMIC_GANGLIA	0.99	2.12	0	ACH-001188	SH-SY5Y	bone_marrow	Metastasis	Autonomic_Ganglia	NS	NS	NS	NS	NS	NS	CCLE	ATCC		DMEM:F12 +10% FBS	NA	5%DMSO		88.1	neuroblastoma	neuroblastoma	NA	NA
TM31_CENTRAL_NERVOUS_SYSTEM	TM31_CENTRAL_NERVOUS_SYSTEM	1	2.93	1	ACH-000592	TM-31		Primary	Central_Nervous_System	brain	NS	NS	astrocytoma	NS	NS	CCLE	RIKEN	fibroblast-like	MEM +10%FBS	NA		NA	NA	glioma	glioma	CNS:Glioma	173.450738
SNU1272_KIDNEY	SNU1272_KIDNEY	0.99	1.94	0	ACH-000513	SNU-1272		Primary	Kidney	NS	NS	NS	clear_cell_renal_cell_carcinoma	NS	NS	CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		153 hrs	NA	kidney	kidney	Kidney:Carcinoma	162.6978801
KPNRTBM1_AUTONOMIC_GANGLIA	KPNRTBM1_AUTONOMIC_GANGLIA	1	1.99	0	ACH-000345	KP-N-RT-BM-1	bone_marrow	Metastasis	Autonomic_Ganglia	NS	NS	NS	NS	NS	NS	CCLE	HSSRB	neuroblast-like	RPMI 1640 medium with 10% fetal bovine serum	NA		NA	404.8	neuroblastoma	neuroblastoma	PNET:Neuroblastoma	121.7551211
BICR18_UPPER_AERODIGESTIVE_TRACT	BICR18_UPPER_AERODIGESTIVE_TRACT	1	2.93	1	ACH-000992	BICR 18		Primary	Upper_Aerodigestive_Tract	larynx	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	ECACC						NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	212.3890798
TE4_OESOPHAGUS	TE4_OESOPHAGUS	1	2.63	1	ACH-000917	TE-4		Primary	Oesophagus	NS	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	RIKEN	epithelial-like	RPMI 1640 +10%FBS	NA		NA	NA	esophagus	esophagus	Oesophagus:Carcinoma	398.1513421
PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.01	0	ACH-001162	PCM6		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	plasma_cell_myeloma	NS	NS	CCLE	Riken	Suspension; plamacyte-like	McCoy's 5A +20% FBS	NA	5%DMSO		NA	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	NA
ECC10_STOMACH	ECC10_STOMACH	1	3.78	2	ACH-000560	ECC10	liver	Metastasis	Stomach	NS	NS	NS	small_cell_adenocarcinoma	NS	NS	CCLE	RIKEN	other	RPMI 1640 +10%FBS	NA		NA	NA	stomach	stomach	Gastric:Carcinoma	158.8387503
TUHR14TKB_KIDNEY	TUHR14TKB_KIDNEY	1	1.89	0	ACH-000317	TUHR14TKB		Primary	Kidney	NS	NS	NS	NS	NS	NS	CCLE	RIKEN	ADHERENT; EPITHELIAL-LIKE	RPMI-1640+10%FBS	NA	5%DMSO		160.3	kidney	kidney	Kidney:Carcinoma	125.6648224
YD15_SALIVARY_GLAND	YD15_SALIVARY_GLAND	1	3.03	1	ACH-000836	YD-15		Primary	Salivary_Gland	tongue	NS	NS	mucoepidermoid_carcinoma	NS	NS	CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		19.8 hrs	NA	other	upper_aerodigestive	Salivary_Gland:Carcinoma	195.9930868
UBLC1_URINARY_TRACT	UBLC1_URINARY_TRACT	NA	NA	NA	ACH-000741	U-BLC1		Primary	Urinary_Tract	bladder	NS	NS	transitional_cell_carcinoma	NS	NS	CCLE	ECACC	Adherent	2/3 DMEM:1/3 RPMI+10%FBS	2mM GLUTAMINE	5% DMSO		221.1	urinary_tract	urinary_tract	Bladder:Carcinoma	142.3789895
ECGI10_OESOPHAGUS	ECGI10_OESOPHAGUS	0.98	3.66	2	ACH-000305	EC-GI-10		Primary	Oesophagus	NS	NS	NS	NS	NS	NS	CCLE	RIKEN	epithelial-like	HamF12+10%FBS	NA		NA	NA	esophagus	esophagus	Oesophagus:Carcinoma	120.3791123
CW2_LARGE_INTESTINE	CW2_LARGE_INTESTINE	0.99	2	0	ACH-000998	CW-2		Primary	Large_Intestine	colon	NS	NS	NS	NS	NS	CCLE	RIKEN	epithelial-like	RPMI 1640(or DM-160AU) +10%FBS	NA		NA	NA	colorectal	colorectal	Colorectal:Carcinoma	2211.992655
SNU761_LIVER	SNU761_LIVER	1	2.24	0	ACH-000537	SNU-761		Primary	Liver	NS	NS	NS	hepatocellular_carcinoma	NS	NS	CCLE	KCLB	polygonal; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		24 hrs	NA	liver	liver	Liver:HCC	174.4659694
SNU61_LARGE_INTESTINE	SNU61_LARGE_INTESTINE	1	2.8	1	ACH-000532	SNU-61		Primary	Large_Intestine	colon	NS	NS	NS	NS	NS	CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		39 hrs	NA	colorectal	colorectal	Colorectal:Carcinoma	150.4874262
NCIH1915_LUNG	NCIH1915_LUNG	1	2.08	0	ACH-000434	NCI-H1915	brain	Metastasis	Lung	NS	NS	NS	large_cell_carcinoma	NS	NS	CCLE	ATCC	adherent	RPMI 1640 +10% FBS	NA	5%DMSO		96.8	lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	109.1253001
SNU324_PANCREAS	SNU324_PANCREAS	1	2.06	0	ACH-000933	SNU-324		Primary	Pancreas	NS	NS	NS	NS	NS	NS	CCLE	KCLB	epithelial;monolayer and floating	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		52 hrs	NA	pancreas	pancreas	Pancreas:Carcinoma	451.4936983
YD10B_UPPER_AERODIGESTIVE_TRACT	YD10B_UPPER_AERODIGESTIVE_TRACT	0.98	3.3	1	ACH-000723	YD-10B		Primary	Upper_Aerodigestive_Tract	mouth	tongue	NS	squamous_cell_carcinoma	NS	NS	CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		25.3 hrs	NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	175.5844253
